id,trade_date,setup_name,direction,grade,score,ts_et,spot,charm_limit_entry,abs_es_price,lis,target,max_plus_gex,max_minus_gex,gap_to_lis,paradigm,vix,overvix,greek_alignment,spot_vol_beta,outcome_result,outcome_pnl,outcome_max_profit,outcome_max_loss,outcome_elapsed_min,outcome_first_event,outcome_target_level,outcome_stop_level,bofa_stop_level,bofa_target_level,abs_vol_ratio,vanna_all,vanna_weekly,vanna_monthly,comments
352,2026-03-02,Skew Charm,short,C,38.0,2026-03-02 14:14:45.003742,6884.28,,,,6874.28,,,,GEX-LIS,20.93,,0,1.33,WIN,10.2,18.79,-16.21,63,target,6874.28,6873.49,,,,1697093350.25,115400236.81,2088434499.99,
355,2026-03-02,DD Exhaustion,short,A+,95.0,2026-03-02 14:45:45.062509,6896.22,,,,,,,,BOFA-PURE,20.51,,0,0.96,WIN,17.9,30.78,-3.5,30,target,,6870.44,,,,1675679009.25,377402038.32,2370641466.24,
356,2026-03-02,Skew Charm,short,C,41.0,2026-03-02 14:46:45.023876,6897.01,,,,6887.01,,,,BOFA-PURE,20.47,,0,0.96,WIN,13.4,31.52,-2.71,31,target,6887.01,6873.49,,,,1675679009.25,377402038.32,2370641466.24,
357,2026-03-02,Paradigm Reversal,short,A-Entry,53.8,2026-03-02 14:52:16.088209,6898.9,,,6895.0,,,,3.9,BOFA-PURE,20.44,,0,0.95,WIN,10.0,10.7,-0.99,15,10pt,6888.9,6913.9,,,,1669963526.57,396247700.41,2386712353.32,
368,2026-03-03,AG Short,short,A-Entry,70.0,2026-03-03 09:54:10.810302,6748.21,,,6768.0,6695.0,6655.0,6700.0,19.79,AG-PURE,26.16,,-1,3.74,WIN,7.5,14.49,-3.53,6,target,,6748.21,,,,2829259913.51,-232741176.92,1066687282.31,
374,2026-03-03,AG Short,short,A,75.0,2026-03-03 10:16:10.823266,6738.53,,,6747.0,6715.0,6835.0,6700.0,8.47,AG-PURE,26.43,,-3,3.79,WIN,15.2,25.38,4.08,7,target,,6718.1499,,,,2811856181.1,-216913593.79,1127080905.44,
383,2026-03-03,AG Short,short,A,80.0,2026-03-03 10:48:42.117593,6727.21,,,6730.0,6592.0,6630.0,6700.0,2.79,AG-PURE,27.25,,-1,4.35,LOSS,-7.8,9.12,-8.05,11,stop,,6735.0,,,,3022334915.21,-176744782.09,1114077226.48,
406,2026-03-03,BofA Scalp,short,A,85.0,2026-03-03 13:08:42.617995,6802.22,,,6801.0,6792.22,,,1.22,BofA-LIS,23.74,,-2,1.81,LOSS,-10.8,9.27,-11.38,13,stop,6792.22,6813.0,6813.0,6792.22,,4146455849.33,-213685713.87,1661201471.4,
417,2026-03-03,DD Exhaustion,short,A,65.0,2026-03-03 14:47:10.681610,6837.36,,,,,,,,BOFA-PURE,22.22,,0,0.63,WIN,12.7,20.4,-1.59,33,target,,6821.96,,,,4051065794.06,-107823266.32,2009072146.33,
418,2026-03-03,Skew Charm,short,C,48.0,2026-03-03 14:49:40.762134,6833.88,,,,6823.88,,,,BOFA-PURE,22.4,,0,0.63,WIN,6.92,24.26,-2.18,46,target,6823.88,6826.96,,,,4024207436.5,-34543083.86,2112143841.77,
426,2026-03-03,Skew Charm,short,C,45.0,2026-03-03 15:44:40.814308,6819.16,,,,6809.16,,,,BOFA-PURE,23.21,,0,1.22,EXPIRED,4.23,9.54,-2.58,,timeout,6809.16,6839.16,,,,4118128416.58,-148317242.02,1943793085.6,
437,2026-03-04,DD Exhaustion,short,A-Entry,51.0,2026-03-04 10:22:59.907448,6865.89,,,,,,,,SIDIAL-MESSY,20.75,,-1,-2.24,WIN,-1.0,11.26,-13.47,39,target,,6877.89,,,,4000743882.22,-13111548.32,2453194203.5,
438,2026-03-04,Skew Charm,short,A+,93.0,2026-03-04 10:24:30.041900,6865.91,,,,6855.91,,,,SIDIAL-MESSY,20.78,,-1,-2.24,WIN,6.6,11.28,-11.32,26,target,,6862.63,,,,4000743882.22,-13111548.32,2453194203.5,
442,2026-03-04,Skew Charm,short,A+,93.0,2026-03-04 10:57:29.782832,6869.02,,,,6859.02,,,,SIDIAL-MESSY,20.78,,-1,-2.29,WIN,6.6,11.17,-11.36,30,target,,6865.85,,,,3939302741.56,-14247306.21,2420392250.61,
443,2026-03-04,DD Exhaustion,short,A-Entry,46.0,2026-03-04 10:59:59.888720,6872.96,,,,,,,,SIDIAL-MESSY,20.61,,-1,-2.29,WIN,-1.0,14.57,-12.13,231,target,,6884.96,,,,3856616242.03,10315562.3,2472938551.06,
450,2026-03-04,Skew Charm,short,A,78.0,2026-03-04 11:32:29.842646,6869.04,,,,6859.04,,,,GEX-TARGET,20.95,,-1,-2.14,EXPIRED,-4.4,3.99,-16.9,264,timeout,,6889.04,,,,3774466196.93,5614192.19,2391582402.88,
451,2026-03-04,DD Exhaustion,short,A-Entry,42.0,2026-03-04 11:34:29.731460,6871.41,,,,,,,,GEX-TARGET,20.84,,-1,-2.14,LOSS,-12.0,6.36,-12.13,150,stop,,6883.41,,,,3774058934.42,4473129.96,2389811892.85,
454,2026-03-04,Skew Charm,short,A,68.0,2026-03-04 12:03:29.949288,6875.81,,,,6865.81,,,,GEX-TARGET,20.75,,-1,-2.25,WIN,7.7,13.49,-2.03,31,target,,6870.32,,,,3733728464.97,41800700.99,2448363509.02,
455,2026-03-04,DD Exhaustion,short,A-Entry,50.0,2026-03-04 12:06:31.231639,6877.11,,,,,,,,GEX-TARGET,20.68,,-1,-2.36,WIN,6.8,12.06,-8.83,230,target,,6889.11,,,,3683719370.47,50186176.58,2459772315.62,
459,2026-03-04,Skew Charm,short,A,68.0,2026-03-04 12:39:30.831342,6874.21,,,,6864.21,,,,GEX-TARGET,20.92,,-1,-2.04,EXPIRED,0.8,4.73,-11.73,197,timeout,,6894.21,,,,3748118500.22,19556834.41,2426391243.18,
460,2026-03-04,DD Exhaustion,short,A,60.0,2026-03-04 12:40:59.806790,6875.98,,,,,,,,GEX-TARGET,20.88,,-1,-2.04,EXPIRED,2.6,6.5,-9.96,196,timeout,,6887.98,,,,3738732815.69,6877666.1,2398673640.58,
463,2026-03-04,DD Exhaustion,short,A,57.0,2026-03-04 12:59:04.713671,6877.72,,,,,,,,GEX-TARGET,20.79,,-1,-2.25,EXPIRED,4.3,8.24,-8.22,178,timeout,,6889.72,,,,3700456593.92,46769769.62,2475165908.67,
464,2026-03-04,Skew Charm,short,B,63.0,2026-03-04 13:04:04.728984,6877.47,,,,6867.47,,,,GEX-TARGET,20.83,,-1,-2.23,EXPIRED,4.1,7.99,-8.47,173,timeout,,6897.47,,,,3685888150.7,51162446.17,2483410855.57,
467,2026-03-04,Skew Charm,short,B,63.0,2026-03-04 13:18:08.645772,6873.52,,,,6863.52,,,,GEX-TARGET,20.88,,-1,-2.25,EXPIRED,0.1,4.04,-12.42,158,timeout,,6893.52,,,,3729349500.17,26841854.46,2482988129.0,
468,2026-03-04,DD Exhaustion,short,A,57.0,2026-03-04 13:35:08.610960,6878.26,,,,,,,,GEX-TARGET,20.65,,-1,-2.32,EXPIRED,4.9,8.78,-7.68,141,timeout,,6890.26,,,,3677265117.76,9717215.3,2477814220.21,
469,2026-03-04,DD Exhaustion,short,A,67.0,2026-03-04 13:45:07.755882,6880.23,,,,,,,,GEX-PURE,20.59,,-1,-2.42,WIN,8.4,10.75,-5.71,131,target,,6892.23,,,,3665467473.03,24058737.47,2493022448.47,
471,2026-03-04,Skew Charm,short,A,78.0,2026-03-04 13:50:37.798348,6882.43,,,,6872.43,,,,GEX-PURE,20.64,,-1,-2.44,WIN,7.0,12.07,-3.51,99,target,,6878.36,,,,3673844520.24,8506562.94,2482086334.44,
472,2026-03-04,DD Exhaustion,short,A,67.0,2026-03-04 14:22:07.907810,6882.54,,,,,,,,GEX-PURE,20.54,,1,-2.48,WIN,9.6,13.06,-3.4,94,target,,6894.54,,,,2848274088.81,-8479642.71,2507607029.22,
473,2026-03-04,Skew Charm,short,A,68.0,2026-03-04 14:25:07.901773,6883.76,,,,6873.76,,,,GEX-PURE,20.53,,1,-2.48,WIN,7.7,13.4,-2.18,65,target,,6878.36,,,,2876702400.97,-2443715.26,2516059515.44,
474,2026-03-04,Skew Charm,short,A,66.0,2026-03-04 15:00:37.765249,6884.17,,,,6874.17,,,,GEX-PURE,20.55,,1,-2.44,WIN,7.9,13.81,-0.52,29,target,,6878.36,,,,2823790039.35,-14421567.32,2492825986.58,
475,2026-03-04,Paradigm Reversal,short,A+,85.0,2026-03-04 15:12:38.295520,6876.52,,,6877.0,,,,0.48,BOFA-PURE,20.84,,-1,-2.33,EXPIRED,3.1,7.04,-4.28,44,timeout,6866.52,6891.52,,,,2875815950.08,-54291971.79,2484207045.17,
476,2026-03-04,DD Exhaustion,short,A,58.0,2026-03-04 15:12:39.837563,6876.52,,,,,,,,BOFA-PURE,20.84,,-1,-2.33,EXPIRED,3.1,7.04,-4.28,44,timeout,,6888.52,,,,2875815950.08,-54291971.79,2484207045.17,
477,2026-03-04,Skew Charm,short,LOG,28.0,2026-03-04 15:32:06.633675,6876.49,,,,6866.49,,,,GEX-LIS,21.11,,-1,-1.99,EXPIRED,3.1,7.01,-4.31,24,timeout,,6896.49,,,,2907441411.96,-72646302.04,2441997828.56,
480,2026-03-05,AG Short,short,A-Entry,60.0,2026-03-05 09:58:35.528965,6865.02,,,6878.0,6848.0,6900.0,6800.0,12.98,AG-PURE,21.42,,-3,0.3,WIN,11.9,18.87,-5.41,11,target,,6851.15,,,,3542778903.6,16392255.73,2610177734.59,
483,2026-03-05,DD Exhaustion,short,A-Entry,36.0,2026-03-05 10:09:02.625809,6846.15,,,,,,,,SIDIAL-BALANCE,22.12,,-1,0.28,WIN,21.6,38.27,-11.74,24,target,,6812.8799,,,,3516874104.97,43745078.29,2676428928.4,
484,2026-03-05,Skew Charm,short,B,63.0,2026-03-05 10:15:01.935192,6857.89,,,,6847.89,,,,AG-LIS,21.6,,-1,0.43,WIN,26.0,50.01,1.87,18,target,,6815.8799,,,,3552895366.11,24905221.14,2625805839.85,
488,2026-03-05,DD Exhaustion,short,A-Entry,36.0,2026-03-05 10:41:31.924188,6828.49,,,,,,,,SIDIAL-EXTREME,22.63,,-1,1.38,WIN,13.4,21.78,-10.73,32,target,,6811.71,,,,3813538473.61,-12143883.32,2399342382.71,
490,2026-03-05,Skew Charm,short,A+,85.0,2026-03-05 10:48:02.851413,6831.69,,,,6821.69,,,,SIDIAL-EXTREME,22.52,,-1,0.94,WIN,13.5,24.98,-7.53,25,target,,6814.71,,,,3802906836.28,3282943.1,2477969836.22,
494,2026-03-05,DD Exhaustion,short,A-Entry,51.0,2026-03-05 11:20:33.061928,6809.78,,,,,,,,BofA-LIS,23.52,,-1,1.42,LOSS,-12.0,2.19,-13.35,20,stop,,6821.78,,,,3839638162.7,2397356.88,2287343283.39,
495,2026-03-05,Skew Charm,short,A+,85.0,2026-03-05 11:23:10.992494,6815.42,,,,6805.42,,,,BofA-LIS,23.37,,-1,1.51,LOSS,-20.0,6.38,-22.32,41,stop,,6835.42,,,,3830439546.13,-1283959.92,2321860665.04,
496,2026-03-05,BofA Scalp,short,A-Entry,60.0,2026-03-05 11:28:34.297470,6814.89,,,6813.0,6804.89,,,1.89,BofA-LIS,23.31,,-1,1.49,LOSS,-10.1,5.85,-10.45,27,stop,6804.89,6825.0,6825.0,6804.89,,3771171658.72,-3897391.12,2333821115.89,
499,2026-03-05,Skew Charm,short,A+,85.0,2026-03-05 11:55:34.098436,6824.4,,,,6814.4,,,,SIDIAL-EXTREME,22.94,,-1,1.15,WIN,20.7,39.46,-13.34,42,target,,6792.9399,,,,3807102991.51,5412964.97,2455157573.9,
500,2026-03-05,DD Exhaustion,short,A,58.0,2026-03-05 12:01:34.083672,6825.98,,,,,,,,SIDIAL-EXTREME,22.9,,-1,1.17,WIN,13.4,21.88,-11.76,23,target,,6809.1001,,,,3760392115.66,14597406.77,2484028221.03,
504,2026-03-05,Skew Charm,short,A,70.0,2026-03-05 12:29:04.158651,6808.69,,,,6798.69,,,,BofA-LIS,23.66,,-1,1.67,WIN,12.9,23.75,4.17,9,target,,6792.9399,,,,3899453107.51,32008724.84,2358546550.49,
506,2026-03-05,DD Exhaustion,short,A,65.0,2026-03-05 12:36:02.671097,6786.28,,,,,,,,BofA-LIS,24.47,,-1,1.81,WIN,-1.0,15.5,-12.58,154,target,,6798.28,,,,4013330232.4,35317453.01,2205238844.5,
511,2026-03-05,Skew Charm,short,B,60.0,2026-03-05 13:06:04.069525,6786.93,,,,6776.93,,,,BOFA-PURE,24.69,,-1,2.71,WIN,8.1,14.13,-9.35,29,target,,6780.7998,,,,4031725302.06,22307399.99,2063192263.59,
513,2026-03-05,DD Exhaustion,short,A-Entry,47.0,2026-03-05 13:20:30.323280,6778.37,,,,,,,,BOFA-PURE,25.03,,-1,2.11,LOSS,-12.0,5.57,-12.95,22,stop,,6790.37,,,,3992954178.49,20394062.71,2217667087.07,
517,2026-03-05,DD Exhaustion,short,A,57.0,2026-03-05 13:47:07.254801,6788.11,,,,,,,,BOFA-PURE,24.84,,-1,2.33,WIN,-1.0,17.33,-14.55,84,target,,6800.11,,,,3969836728.73,21529918.84,2167832497.59,
521,2026-03-05,Skew Charm,short,B,55.0,2026-03-05 14:08:09.891542,6784.34,,,,6774.34,,,,BOFA-PURE,24.87,,-1,2.74,WIN,7.8,13.56,-6.03,32,target,,6778.7798,,,,4028657683.09,18182165.47,2092150068.75,
527,2026-03-05,BofA Scalp,short,A+,90.0,2026-03-05 15:05:25.712915,6793.31,,,6794.0,6783.31,,,0.69,BOFA-PURE,25.33,,-1,2.89,LOSS,-12.7,9.03,-14.01,13,stop,6783.31,6806.0,6806.0,6783.31,,4072349781.66,1957124.32,2117957959.22,
531,2026-03-05,DD Exhaustion,short,A+,80.0,2026-03-05 15:12:11.940473,6800.29,,,,,,,,BOFA-PURE,24.31,,-1,2.49,LOSS,-12.0,0.5,-17.32,13,stop,,6812.29,,,,4002066116.17,-4089021.25,2204108274.81,
533,2026-03-05,Skew Charm,short,C,43.0,2026-03-05 15:14:38.992902,6800.47,,,,6790.47,,,,BOFA-PURE,24.43,,-1,2.49,LOSS,-20.0,0.68,-21.7,36,stop,,6820.47,,,,3996135241.54,9350303.21,2320148217.86,
535,2026-03-05,AG Short,short,A,75.0,2026-03-05 15:37:41.420647,6815.92,,,6815.0,6794.0,6850.0,6800.0,0.08,AG-LIS,23.65,,-1,1.92,EXPIRED,-14.3,3.98,-15.16,24,timeout,,6832.84,,,,4086850480.82,23749761.39,2476768314.15,
537,2026-03-05,Skew Charm,short,LOG,15.0,2026-03-05 15:44:40.271460,6812.01,,,,6802.01,,,,AG-LIS,23.79,,-1,1.61,EXPIRED,-15.2,3.15,-15.99,12,timeout,,6832.01,,,,4075698338.44,30601096.32,2548528193.22,
540,2026-03-06,Skew Charm,short,A,78.0,2026-03-06 09:46:39.024011,6721.58,,,,6711.58,,,,SIDIAL-MESSY,28.08,,-1,3.28,WIN,6.0,10.02,-10.01,13,target,,6719.5601,,,,4509962898.34,72557103.58,1634784112.22,
541,2026-03-06,AG Short,short,A,85.0,2026-03-06 09:49:13.931563,6720.99,,,6725.0,6521.0,6805.0,6700.0,4.01,AG-TARGET,28.18,,-1,3.11,LOSS,-20.0,4.69,-22.38,11,stop,,6736.25,,,,4495074289.97,57370625.23,1615079336.87,
542,2026-03-06,AG Short,short,A,85.0,2026-03-06 09:57:44.101295,6719.36,,,6724.0,6520.0,6805.0,6700.0,4.64,AG-TARGET,28.01,,-1,2.83,LOSS,-20.0,5.37,-21.7,3,stop,,6736.93,,,,4467561161.4,55691825.77,1619719924.51,
544,2026-03-06,DD Exhaustion,short,A,71.0,2026-03-06 10:04:09.099341,6737.27,,,,,,,,AG-TARGET,26.76,,-1,2.8,WIN,-1.0,15.18,-13.17,18,target,,6749.27,,,,4420931477.19,71817171.62,1716332623.22,
547,2026-03-06,Skew Charm,short,A,78.0,2026-03-06 10:17:08.703975,6742.35,,,,6732.35,,,,AG-TARGET,26.53,,-1,2.48,LOSS,-20.0,-0.78,-20.2,14,stop,,6762.35,,,,4494975290.39,71190370.0,1782938874.14,
550,2026-03-06,DD Exhaustion,short,A-Entry,54.0,2026-03-06 10:39:08.285121,6771.01,,,,,,,,SIDIAL-MESSY,25.44,,-1,1.23,WIN,18.4,31.76,-0.72,16,target,,6744.25,,,,4553705633.28,96645546.41,2180324818.84,
551,2026-03-06,Skew Charm,short,A,78.0,2026-03-06 10:50:08.429836,6751.02,,,,6741.02,,,,SIDIAL-MESSY,26.33,,-1,1.35,WIN,6.9,11.77,-8.39,5,target,,6747.25,,,,4699536819.62,96112096.28,2234973545.34,
553,2026-03-06,DD Exhaustion,short,A-Entry,54.0,2026-03-06 11:13:38.294124,6757.69,,,,,,,,SIDIAL-MESSY,26.04,,-1,1.23,LOSS,-12.0,9.61,-14.86,38,stop,,6769.69,,,,4623305114.99,101156396.54,2161386804.18,
556,2026-03-06,Skew Charm,short,A,78.0,2026-03-06 11:28:37.777164,6753.45,,,,6743.45,,,,AG-TARGET,26.05,,-1,1.3,WIN,9.8,17.52,-19.1,79,target,,6743.93,,,,5665996025.94,84768431.52,2102266706.39,
558,2026-03-06,DD Exhaustion,short,A,70.0,2026-03-06 11:46:12.186855,6767.1,,,,,,,,AG-TARGET,25.7,,-1,1.09,WIN,18.1,31.17,-5.45,59,target,,6740.93,,,,5758535382.74,81843250.73,2222348100.85,
560,2026-03-06,Skew Charm,short,A,73.0,2026-03-06 11:59:38.386994,6766.0,,,,6756.0,,,,AG-TARGET,25.84,,-1,1.4,WIN,9.2,16.48,-4.76,22,target,,6757.52,,,,5742284751.09,98201904.59,2201632277.84,
563,2026-03-06,DD Exhaustion,short,A+,87.0,2026-03-06 12:18:39.088724,6753.45,,,,,,,,AG-TARGET,26.35,,-1,1.78,WIN,-1.0,17.52,-19.41,55,target,,6765.45,,,,5752299140.11,90244891.15,2120968513.01,
565,2026-03-06,Skew Charm,short,B,63.0,2026-03-06 12:36:38.561439,6748.07,,,,6738.07,,,,BofA-LIS,26.81,,-1,1.8,WIN,7.1,12.14,3.28,11,target,,6743.93,,,,5764303298.91,95392994.16,2136835404.05,
568,2026-03-06,DD Exhaustion,short,A+,75.0,2026-03-06 12:48:46.056440,6744.79,,,,,,,,SIDIAL-EXTREME,27.2,,-1,2.44,LOSS,-12.0,0.25,-12.19,20,stop,,6756.79,,,,5734509324.79,86464919.74,1976675351.08,
570,2026-03-06,Skew Charm,short,B,58.0,2026-03-06 13:12:07.428288,6759.83,,,,6749.83,,,,BofA-LIS,26.5,,-1,1.92,WIN,17.7,33.31,-13.3,148,target,,6734.52,,,,5749948223.29,92635774.14,2147426951.91,
572,2026-03-06,DD Exhaustion,short,A,69.0,2026-03-06 13:30:08.403497,6759.95,,,,,,,,BofA-LIS,26.68,,-1,1.77,WIN,19.2,33.43,-11.12,129,target,,6731.52,,,,5774973710.36,119989196.07,2276377305.28,
574,2026-03-06,Skew Charm,short,B,58.0,2026-03-06 13:48:39.890202,6758.84,,,,6748.84,,,,GEX-PURE,26.85,,-1,2.08,WIN,17.2,32.32,-12.23,111,target,,6734.52,,,,5806146234.93,128539653.54,2227749957.45,
576,2026-03-06,DD Exhaustion,short,A+,75.0,2026-03-06 14:04:39.279081,6752.94,,,,,,,,BofA-LIS,27.05,,1,2.31,LOSS,-12.0,0.36,-12.52,9,stop,,6764.94,,,,5810318457.03,121258439.07,2178455442.16,
578,2026-03-06,Skew Charm,short,C,48.0,2026-03-06 14:19:09.380786,6760.25,,,,6750.25,,,,BofA-LIS,26.64,,-1,1.88,WIN,17.9,33.73,-10.82,80,target,,6734.52,,,,5858419109.12,119111151.83,2297083303.32,
580,2026-03-06,DD Exhaustion,short,A+,95.0,2026-03-06 14:44:08.394139,6765.55,,,,,,,,BofA-LIS,26.46,,-1,2.02,WIN,22.0,39.03,-5.52,55,target,,6731.52,,,,5863766768.41,99057517.0,2309205029.56,
582,2026-03-06,Skew Charm,short,C,41.0,2026-03-06 14:49:38.241364,6757.72,,,,6747.72,,,,BofA-LIS,26.83,,-1,2.1,WIN,16.6,31.2,-13.35,50,target,,6734.52,,,,5878583429.11,105513075.88,2262641436.32,
577,2026-03-06,BofA Scalp,short,A+,90.0,2026-03-06 15:02:08.251220,6769.46,,,6765.0,6752.2,,,3.46,BofA-LIS,26.49,,-1,2.33,EXPIRED,-1.2,8.04,-3.52,30,timeout,6752.2,6777.0,6777.0,6752.2,,5815358466.93,119575748.66,2173168631.73,
584,2026-03-06,DD Exhaustion,short,A+,75.0,2026-03-06 15:16:08.234796,6749.78,,,,,,,,BofA-LIS,27.35,,-1,2.03,WIN,14.1,23.26,-5.91,23,target,,6731.52,,,,5889132608.13,87250784.78,2097184997.67,
586,2026-03-06,Skew Charm,short,C,46.0,2026-03-06 15:19:38.565614,6754.22,,,,6744.22,,,,BofA-LIS,27.25,,1,2.42,WIN,14.8,27.7,2.21,20,target,,6734.52,,,,5872303382.49,79885939.91,2130484617.15,
592,2026-03-09,BofA Scalp,short,A-Entry,65.0,2026-03-09 10:04:11.387947,6665.07,,,6662.0,6655.07,,,3.07,BofA-LIS,30.45,,-3,0.51,WIN,10.0,15.95,-4.51,2,10pt,6655.07,6674.0,6674.0,6655.07,,5657057637.49,-153658376.96,727731815.46,
597,2026-03-09,Skew Charm,short,C,48.0,2026-03-09 10:40:08.295148,6672.72,,,,6662.72,,,,GEX-LIS,29.71,,-1,0.1,LOSS,-20.0,1.22,-20.78,15,stop,,6692.72,,,,6324760087.0,-121182880.75,849900685.17,
598,2026-03-09,DD Exhaustion,short,A-Entry,46.0,2026-03-09 10:41:11.183890,6672.59,,,,,,,,GEX-LIS,29.82,,-1,0.1,LOSS,-12.0,0.87,-13.86,5,stop,,6684.59,,,,6356434869.74,-97650635.29,964851909.19,
601,2026-03-09,Paradigm Reversal,short,A-Entry,52.5,2026-03-09 11:08:39.084932,6695.63,,,6691.0,,,,4.63,BOFA-PURE,28.34,,-1,-1.53,LOSS,-15.0,3.74,-15.45,18,stop,6685.63,6710.63,,,,6463472802.44,-7613167.07,1356243127.79,
602,2026-03-09,Skew Charm,short,C,43.0,2026-03-09 11:14:09.122285,6698.96,,,,6688.96,,,,GEX-LIS,28.17,,-1,-1.43,LOSS,-20.0,1.42,-25.07,72,stop,,6718.96,,,,6376074211.92,-83433907.43,1265533470.55,
603,2026-03-09,DD Exhaustion,short,A+,80.0,2026-03-09 11:18:11.493264,6703.27,,,,,,,,BOFA-PURE,27.95,,-1,-1.71,LOSS,-12.0,5.73,-12.96,66,stop,,6715.27,,,,6376400610.86,-80286395.81,1287191004.69,
604,2026-03-09,Skew Charm,short,B,58.0,2026-03-09 11:44:40.317880,6698.45,,,,6688.45,,,,BOFA-PURE,28.09,,-1,-1.72,LOSS,-20.0,0.6,-25.58,42,stop,,6718.45,,,,6389530148.27,-69085624.82,1282644045.11,
605,2026-03-09,DD Exhaustion,short,A,62.0,2026-03-09 11:50:41.284892,6702.03,,,,,,,,BOFA-PURE,27.78,,-1,-1.73,LOSS,-12.0,-1.45,-14.2,33,stop,,6714.03,,,,6413845118.85,-70497288.64,1350895588.28,
606,2026-03-09,Skew Charm,short,C,43.0,2026-03-09 12:16:41.427145,6710.86,,,,6700.86,,,,BOFA-PURE,27.51,,-1,-2.2,LOSS,-20.0,4.47,-20.12,26,stop,,6730.86,,,,6420526181.11,-65048321.69,1442591810.19,
607,2026-03-09,DD Exhaustion,short,A+,89.0,2026-03-09 12:23:11.501247,6706.39,,,,,,,,BOFA-PURE,27.61,,-1,-2.32,LOSS,-12.0,-5.33,-17.64,3,stop,,6718.39,,,,6431140038.12,-67662935.47,1455414839.44,
608,2026-03-09,Skew Charm,short,C,48.0,2026-03-09 12:51:08.450842,6731.12,,,,6721.12,,,,BOFA-PURE,26.53,,-1,-2.99,WIN,19.8,37.62,-1.42,61,target,,6701.5,,,,6493224412.12,-107502024.5,1756955797.87,
609,2026-03-09,DD Exhaustion,short,A,62.0,2026-03-09 12:55:11.219928,6727.84,,,,,,,,BOFA-PURE,26.62,,-1,-3.04,WIN,19.7,34.34,-3.29,51,target,,6698.5,,,,6499809846.98,-103360388.97,1716459873.97,
610,2026-03-09,Skew Charm,short,C,43.0,2026-03-09 13:23:41.421360,6704.89,,,,6694.89,,,,BOFA-PURE,27.75,,-1,-2.23,WIN,6.7,11.39,0.71,28,target,,6701.5,,,,6407496512.46,-101006457.66,1439596107.71,
611,2026-03-09,DD Exhaustion,short,A+,79.0,2026-03-09 13:27:41.330379,6700.35,,,,,,,,BOFA-PURE,27.93,,-1,-1.96,LOSS,-12.0,6.85,-13.46,52,stop,,6712.35,,,,6388213238.18,-108033671.32,1350056876.41,
613,2026-03-09,Skew Charm,short,B,53.0,2026-03-09 13:57:38.503789,6701.92,,,,6691.92,,,,BOFA-PURE,27.66,,-1,-2.16,LOSS,-20.0,1.66,-21.05,37,stop,,6721.92,,,,6383080592.51,-140453017.46,1332570322.55,
616,2026-03-09,DD Exhaustion,short,A+,78.0,2026-03-09 14:38:41.685890,6721.53,,,,,,,,BOFA-PURE,26.79,,-1,,LOSS,-12.0,9.52,-24.65,41,stop,,6733.53,,,,6430954879.93,-144890364.21,1564092210.92,
617,2026-03-09,Skew Charm,short,C,41.0,2026-03-09 14:38:46.467806,6721.53,,,,6711.53,,,,BOFA-PURE,26.79,,-1,,LOSS,-20.0,9.52,-24.65,41,stop,,6741.53,,,,6430954879.93,-144890364.21,1564092210.92,
620,2026-03-09,DD Exhaustion,short,A+,80.0,2026-03-09 15:22:10.477696,6762.64,,,,,,,,BOFA-PURE,26.13,,-1,-2.84,LOSS,-12.0,4.07,-13.12,5,stop,,6774.64,,,,6429030898.39,-155153919.15,1531178364.32,
621,2026-03-09,Skew Charm,short,LOG,8.0,2026-03-09 15:30:38.742778,6779.37,,,,6769.37,,,,AG-LIS,25.36,,-1,-3.23,LOSS,-20.0,6.18,-23.86,7,stop,,6799.37,,,,6529808290.78,945837.93,2140503986.11,
622,2026-03-09,AG Short,short,A,80.0,2026-03-09 15:40:08.414599,6808.73,,,6822.0,6748.0,6830.0,6760.0,13.27,AG-LIS,24.95,,-1,-3.4,WIN,14.6,24.21,10.41,4,target,,6789.52,,,,6509771468.62,135193974.15,2494172252.01,
623,2026-03-10,Skew Charm,short,A,70.0,2026-03-10 09:47:16.171846,6784.76,,,,6774.76,,,,GEX-TARGET,24.49,,-1,-0.94,WIN,12.4,22.71,0.06,17,target,,6770.0498,,,,6807466660.22,-19645580.85,2449974307.67,
627,2026-03-10,Skew Charm,short,A,70.0,2026-03-10 10:23:49.134496,6782.63,,,,6772.63,,,,GEX-TARGET,24.09,,-1,-1.01,LOSS,-20.0,0.69,-20.53,12,stop,,6802.63,,,,6820158049.1,-40755161.8,2477531980.31,
628,2026-03-10,DD Exhaustion,short,A-Entry,43.0,2026-03-10 10:25:19.349681,6784.52,,,,,,,,GEX-TARGET,23.99,,-1,-1.01,LOSS,-12.0,-2.24,-12.57,7,stop,,6796.52,,,,6868785393.57,10662260.31,2613121599.18,
629,2026-03-10,Skew Charm,short,A+,80.0,2026-03-10 10:58:50.032274,6822.9,,,,6812.9,,,,GEX-PURE,22.75,,-1,-2.14,WIN,7.8,13.61,-5.4,71,target,,6817.29,,,,6908999589.49,215162616.03,3135455495.02,
631,2026-03-10,DD Exhaustion,short,A,56.0,2026-03-10 11:06:51.793360,6820.29,,,,,,,,GEX-PURE,22.81,,-1,-2.3,LOSS,-12.0,9.18,-12.16,119,stop,,6832.29,,,,6908059535.51,217183510.0,3189698755.4,
