id,trade_date,setup_name,direction,grade,score,ts_et,spot,charm_limit_entry,abs_es_price,lis,target,max_plus_gex,max_minus_gex,gap_to_lis,paradigm,vix,overvix,greek_alignment,spot_vol_beta,outcome_result,outcome_pnl,outcome_max_profit,outcome_max_loss,outcome_elapsed_min,outcome_first_event,outcome_target_level,outcome_stop_level,bofa_stop_level,bofa_target_level,abs_vol_ratio,vanna_all,vanna_weekly,vanna_monthly,comments
997,2026-03-20,DD Exhaustion,short,A,68.0,2026-03-20 10:01:44.707688,6555.68,6564.5,,,,,,,GEX-LIS,25.99,-0.7,-1,0.95,WIN,13.8,22.62,-9.01,217,target,6538.0601,6567.68,,,,7049974564.63,115083960.12,913652449.51,
999,2026-03-20,Skew Charm,short,C,43.0,2026-03-20 10:24:42.315273,6546.79,6547.5,,,6536.79,,,,GEX-LIS,26.5,-0.49,-1,1.38,LOSS,-14.0,8.34,-15.08,59,stop,,6560.79,,,,7046760158.59,111133085.61,863396746.71,
1000,2026-03-20,DD Exhaustion,short,A,70.0,2026-03-20 10:39:12.566657,6550.93,6564.5,,,,,,,GEX-LIS,26.26,-0.61,-1,1.18,LOSS,-1.0,12.48,-13.08,85,stop,,6562.93,,,,7081310797.07,142878165.06,967876188.6,
1001,2026-03-20,Skew Charm,short,C,38.0,2026-03-20 10:55:42.384267,6542.21,6547.5,,,6532.21,,,,GEX-LIS,26.35,-0.57,-1,1.13,LOSS,-14.0,-1.73,-14.81,18,stop,,6556.21,,,,7060156037.2,147844390.98,907549115.96,
1003,2026-03-20,DD Exhaustion,short,A+,80.0,2026-03-20 11:13:42.376478,6554.9,6561.5,,,,,,,GEX-LIS,25.76,-0.82,-1,1.02,WIN,13.4,21.84,-9.79,145,target,6538.0601,6566.9,,,,7043530628.64,139159472.42,901723959.7,
1005,2026-03-20,Skew Charm,short,C,38.0,2026-03-20 11:27:13.904283,6544.64,6557.5,,,6534.64,,,,GEX-LIS,25.92,-0.74,-1,0.86,LOSS,-14.0,1.37,-14.12,33,stop,,6558.64,,,,7084139705.71,127173125.22,891268098.93,
1007,2026-03-20,DD Exhaustion,short,A+,84.0,2026-03-20 11:50:42.367567,6551.43,6564.5,,,,,,,GEX-LIS,25.62,-0.85,-1,0.81,LOSS,-12.0,3.21,-12.58,13,stop,,6563.43,,,,7043843414.16,119091466.39,873909477.48,
1009,2026-03-20,Skew Charm,short,C,38.0,2026-03-20 11:57:44.205200,6556.32,6564.5,,,6546.32,,,,GEX-LIS,25.42,-0.92,-1,0.61,WIN,6.0,10.08,-8.37,58,target,6554.24,6570.32,,,,7038152484.31,116161200.97,896110029.45,
1010,2026-03-20,Paradigm Reversal,short,A-Entry,58.8,2026-03-20 12:07:18.683379,6559.28,6564.5,,6561.0,,,,1.72,BOFA-PURE,25.25,-0.97,-1,0.41,WIN,10.0,10.22,-5.41,24,10pt,6549.28,6574.28,,,,7041831516.5,111635136.41,938082421.9,
1011,2026-03-20,DD Exhaustion,short,A,69.0,2026-03-20 12:23:13.769854,6564.16,6571.5,,,,,,,BOFA-PURE,25.22,-0.91,-1,0.41,WIN,18.0,31.1,-0.19,76,target,6538.0601,6576.16,,,,7067643918.3,107712374.46,952576718.47,
1012,2026-03-20,Skew Charm,short,C,43.0,2026-03-20 12:28:42.483010,6557.88,6564.5,,,6547.88,,,,BOFA-PURE,25.41,-0.88,-1,0.47,WIN,6.8,11.64,0.08,27,target,6554.24,6571.88,,,,7057808161.73,102031442.49,939287779.54,
1014,2026-03-20,DD Exhaustion,short,A+,89.0,2026-03-20 12:55:42.316213,6551.63,6561.5,,,,,,,BOFA-PURE,25.54,-0.86,-1,0.77,WIN,21.6,38.16,-6.06,90,target,6518.4702,6563.63,,,,7058661328.45,100597716.72,839522072.85,
1015,2026-03-20,Skew Charm,short,C,43.0,2026-03-20 12:59:12.267597,6556.08,6564.5,,,6546.08,,,,BOFA-PURE,25.36,-0.96,-1,0.64,WIN,12.5,23.02,-1.17,41,target,6541.0601,6570.08,,,,7058519048.94,101908293.92,869889792.09,
1016,2026-03-20,DD Exhaustion,short,A+,79.0,2026-03-20 13:25:42.932510,6549.02,6554.0,,,,,,,GEX-LIS,25.69,-0.83,-1,0.79,WIN,20.3,35.55,0.0,60,target,6518.4702,6561.02,,,,7041870080.53,124243790.75,856590037.18,
1017,2026-03-20,Skew Charm,short,LOG,28.0,2026-03-20 13:30:42.410425,6548.59,6551.0,,,6538.59,,,,GEX-LIS,25.78,-0.79,-1,0.75,WIN,8.8,15.53,0.03,9,target,6541.0601,6562.59,,,,7055654341.24,125295784.14,857608015.99,
1019,2026-03-20,DD Exhaustion,short,A,69.0,2026-03-20 13:57:44.765239,6540.24,6544.0,,,,,,,GEX-LIS,26.17,-0.56,-1,1.15,WIN,15.9,26.77,0.0,28,target,6518.4702,6552.24,,,,6989372735.44,112981308.91,794350399.81,
1020,2026-03-20,Skew Charm,short,LOG,23.0,2026-03-20 14:02:12.620337,6538.58,6544.0,,,6528.58,,,,GEX-LIS,26.13,-0.59,-1,1.06,WIN,13.6,25.11,1.09,26,target,6521.4702,6552.58,,,,6970501078.14,100228374.78,774967168.74,
1022,2026-03-20,DD Exhaustion,short,A+,82.0,2026-03-20 14:11:34.036932,6531.19,6538.0,,,,,,,GEX-LIS,26.39,-0.48,-1,1.17,WIN,17.0,29.01,-1.04,48,target,6507.1802,6543.19,,,,6952746504.71,95522961.3,718950261.64,
1038,2026-03-23,Skew Charm,short,A,70.0,2026-03-23 09:45:35.456862,6604.94,6611.5,,,6594.94,,,,BOFA-MESSY,24.73,-0.66,1,-1.18,LOSS,-14.0,3.63,-14.74,5,stop,,6618.94,,,,7601433350.07,12294515.06,1268685592.6,
1041,2026-03-23,DD Exhaustion,short,B,55.0,2026-03-23 10:13:35.559802,6625.08,6638.0,,,,,,,AG-LIS,24.29,-0.78,1,-1.22,LOSS,-12.0,1.43,-12.13,6,stop,,6637.08,,,,7653275360.42,-35285769.67,1293015779.91,
1043,2026-03-23,Skew Charm,short,B,59.0,2026-03-23 10:16:05.097152,6632.43,6638.0,,,6622.43,,,,AG-LIS,24.22,-0.81,1,-1.22,LOSS,-14.0,1.9,-14.16,7,stop,,6646.43,,,,7635653100.4,-31486584.95,1330604969.5,
1047,2026-03-23,AG Short,short,A+,82.0,2026-03-23 10:38:54.596510,6632.38,6638.0,,6647.0,6576.0,6600.0,6550.0,3.62,AG-LIS,24.58,-0.71,-1,-1.42,LOSS,-11.9,1.29,-13.23,10,stop,,6641.0,,,,7578082740.07,-61175472.37,1352644227.79,
1057,2026-03-23,AG Short,short,A+,75.0,2026-03-23 11:03:11.245297,6650.11,,,6665.0,6613.0,6650.0,6550.0,14.89,AG-LIS,24.16,-0.83,-3,-1.04,WIN,19.2,33.39,-0.51,38,target,6621.72,6670.0,,,,7442403035.63,-93139631.77,1338399589.15,
1065,2026-03-23,AG Short,short,A+,71.0,2026-03-23 11:57:17.300382,6593.42,6594.0,,6611.0,6582.0,6600.0,6500.0,17.58,AG-LIS,26.01,0.01,-1,-0.34,WIN,11.9,18.77,-4.57,29,target,6579.6499,6613.42,,,,7513461760.19,-86985706.2,1191893615.55,
1066,2026-03-23,DD Exhaustion,short,B,63.0,2026-03-23 11:59:47.317670,6586.23,6587.0,,,,,,,AG-LIS,26.32,0.12,-1,-0.34,WIN,12.8,20.68,-11.76,32,target,6570.5498,6598.23,,,,7579638886.62,-35413860.52,1172223269.15,
1069,2026-03-23,AG Short,short,A,65.0,2026-03-23 12:10:53.082316,6592.86,,,6606.0,6586.0,6600.0,6500.0,0.14,AG-LIS,26.0,-0.08,-1,-0.02,WIN,11.6,18.21,-3.92,15,target,6579.6499,6611.0,,,,7628189987.66,-19794876.28,1176534310.85,
1076,2026-03-23,Skew Charm,short,A,75.0,2026-03-23 12:26:49.617491,6579.56,,,,6569.56,,,,SIDIAL-EXTREME,26.41,0.07,-1,-0.09,WIN,7.4,12.73,2.06,7,target,6574.83,6593.56,,,,7589551135.06,-15925966.07,1134603520.25,
1078,2026-03-23,DD Exhaustion,short,A+,88.0,2026-03-23 12:32:20.574189,6574.71,,,,,,,,SIDIAL-EXTREME,26.56,0.14,-1,0.49,LOSS,-12.0,-5.23,-16.28,13,stop,,6586.71,,,,7578238990.86,-3005876.72,1134277175.07,
1083,2026-03-23,AG Short,short,B,40.0,2026-03-23 12:56:57.253852,6584.08,,,6587.0,6554.0,6600.0,6500.0,2.92,AG-TARGET,25.93,-0.24,-3,-0.24,WIN,5.0,12.03,-12.27,37,target,6584.08,6600.0,,,,7578296971.65,-64394926.17,1150261697.4,
1090,2026-03-23,AG Short,short,A+,77.0,2026-03-23 13:13:52.993649,6586.35,,,6590.0,6546.0,6600.0,6500.0,3.65,AG-PURE,25.83,-0.29,-3,-0.37,WIN,5.0,14.3,-10.0,20,target,6586.35,6600.0,,,,7560042736.75,-88044416.93,1116606571.13,
1102,2026-03-23,AG Short,short,A+,70.0,2026-03-23 14:04:21.519618,6607.89,6612.0,,6626.0,6583.0,6600.0,6550.0,18.11,AG-PURE,25.0,-0.61,-1,,WIN,5.0,14.83,-3.75,29,target,6607.89,6627.89,,,,7529725404.77,-189826280.7,1198553516.51,
1111,2026-03-23,AG Short,short,A+,70.0,2026-03-23 14:40:38.081953,6616.24,6610.5,,6624.0,6586.0,6600.0,6575.0,7.76,AG-PURE,25.01,-0.42,-1,-0.61,WIN,11.7,18.46,-0.77,61,target,6602.78,6629.0,,,,7483962411.02,-228388892.99,1120145647.87,
1119,2026-03-23,AG Short,short,A+,70.0,2026-03-23 14:59:29.171415,6616.82,6615.5,,6622.0,6570.0,6600.0,6575.0,5.18,AG-PURE,25.25,-0.33,-1,-0.76,WIN,12.0,19.04,1.32,42,target,6602.78,6627.0,,,,7380485277.92,-246293719.27,1140408457.49,
