date,bar_idx,direction,is_multi,entry_price,et_end,delta,volume,body_ratio,vol_ratio,paradigm,lis_val,lis_dist,dd_dir,svb_val,charm_val,paradigm_aligned,dd_aligned,charm_aligned,A_outcome,A_pnl,A_max_profit,A_bars_held,A_mfe,A_mae,B_outcome,B_pnl,B_max_profit,B_bars_held,B_mfe,B_mae,C_outcome,C_pnl,C_max_profit,C_bars_held,C_mfe,C_mae,D_outcome,D_pnl,D_max_profit,D_bars_held,D_mfe,D_mae,E_outcome,E_pnl,E_max_profit,E_bars_held,E_mfe,E_mae,F_outcome,F_pnl,F_max_profit,F_bars_held,F_mfe,F_mae,fixed_outcome,fixed_pnl
2026-03-09,847,bearish,True,6771.0,15:24:01,840,8280,0.20833333333333334,2.3351149021936695,BOFA-PURE,6748.0,23.0,neutral,-2.84,-919144221.0,False,False,True,LOSS,-8.0,6.5,9,6.5,8.0,LOSS,-8.0,6.5,9,6.5,8.0,LOSS,-8.0,6.5,9,6.5,8.0,LOSS,-8.0,6.5,9,6.5,8.0,T1:LOSS/T2:LOSS,-8.0,6.5,9,6.5,8.0,LOSS,-1.5,6.5,5,6.5,3.5,LOSS,-8.0
2026-03-09,865,bearish,True,6786.0,15:28:59,775,4991,0.3125,0.6943436580987663,AG-LIS,6820.0,34.0,neutral,-3.23,-726079159.0,True,False,True,LOSS,-8.0,0.75,2,0.75,9.0,LOSS,-8.0,0.75,2,0.75,9.0,LOSS,-8.0,0.75,2,0.75,9.0,LOSS,-8.0,0.75,2,0.75,9.0,T1:LOSS/T2:LOSS,-8.0,0.75,2,0.75,9.0,LOSS,-7.25,0.75,2,0.75,9.0,LOSS,-8.0
2026-03-09,920,bullish,False,6797.0,15:46:45,-421,3441,0.35,1.6718085752459613,AG-LIS,6908.0,111.0,neutral,-3.68,-954650859.0,False,False,False,LOSS,-8.0,7.0,9,7.0,9.0,LOSS,-8.0,7.0,9,7.0,9.0,LOSS,-8.0,7.0,9,7.0,9.0,LOSS,-8.0,7.0,9,7.0,9.0,T1:LOSS/T2:LOSS,-8.0,7.0,9,7.0,9.0,LOSS,-1.0,7.0,6,7.0,3.5,LOSS,-8.0
2026-03-10,319,bearish,False,6769.5,10:13:08,357,3237,0.25,1.2874614696231481,SIDIAL-MESSY,6758.0,11.5,neutral,-0.8,37902665.0,False,False,False,LOSS,-8.0,4.0,7,4.0,11.5,LOSS,-8.0,4.0,7,4.0,11.5,LOSS,-8.0,4.0,7,4.0,11.5,LOSS,-8.0,4.0,7,4.0,11.5,T1:LOSS/T2:LOSS,-8.0,4.0,7,4.0,11.5,LOSS,-4.0,4.0,4,4.0,5.0,LOSS,-8.0
2026-03-10,338,bearish,False,6797.25,10:31:46,510,6000,0.6,1.788428865241885,GEX-TARGET,6784.0,13.25,neutral,-1.35,-14032561.0,False,False,True,LOSS,-8.0,0.25,3,0.25,12.25,LOSS,-8.0,0.25,3,0.25,12.25,LOSS,-8.0,0.25,3,0.25,12.25,LOSS,-8.0,0.25,3,0.25,12.25,T1:LOSS/T2:LOSS,-8.0,0.25,3,0.25,12.25,LOSS,-7.75,0.25,2,0.25,7.75,LOSS,-8.0
2026-03-10,343,bullish,False,6812.0,10:39:36,-452,14658,0.65,3.9202995453329765,GEX-PURE,6779.0,33.0,neutral,-1.73,-36918835.0,True,False,False,WIN,5.5,10.5,7,10.5,1.25,WIN,15.0,23.0,12,23.0,1.25,WIN,13.0,23.0,13,23.0,1.25,WIN,5.5,10.5,7,10.5,1.25,T1:WIN/T2:WIN,7.75,10.5,7,10.5,1.25,WIN,1.5,9.5,5,9.5,1.25,WIN,10.0
2026-03-10,354,bullish,False,6830.0,11:05:13,-649,17089,0.4,2.6834477018984657,GEX-PURE,6822.0,8.0,neutral,-2.23,-40283351.0,True,False,False,LOSS,-8.0,0.25,2,0.25,8.25,LOSS,-8.0,0.25,2,0.25,8.25,LOSS,-8.0,0.25,2,0.25,8.25,LOSS,-8.0,0.25,2,0.25,8.25,T1:LOSS/T2:LOSS,-8.0,0.25,2,0.25,8.25,LOSS,-7.75,0.25,2,0.25,8.25,LOSS,-8.0
2026-03-10,361,bearish,True,6829.0,11:21:23,903,12303,0.045454545454545456,0.3970455731019112,BofA-LIS,6815.0,14.0,neutral,-1.99,-35319732.0,False,False,True,WIN,7.5,12.5,16,12.5,7.0,WIN,4.5,12.5,17,12.5,7.0,BE,0.0,12.5,20,12.5,7.0,WIN,7.5,12.5,16,12.5,7.0,T1:WIN/T2:WIN,8.75,12.5,16,12.5,7.0,LOSS,-2.25,5.75,6,5.75,7.0,WIN,10.0
2026-03-10,368,bullish,False,6829.25,11:47:01,-362,4878,0.35,0.5803619231181069,BofA-LIS,6818.0,11.25,neutral,-2.05,-35149838.0,False,False,False,LOSS,-8.0,6.0,8,6.0,8.5,LOSS,-8.0,6.0,8,6.0,8.5,LOSS,-8.0,6.0,8,6.0,8.5,LOSS,-8.0,6.0,8,6.0,8.5,T1:LOSS/T2:LOSS,-8.0,6.0,8,6.0,8.5,LOSS,-2.0,6.0,4,6.0,3.0,LOSS,-8.0
2026-03-10,378,bullish,True,6821.25,12:12:35,-662,3792,0.05128205128205128,0.1589773147630395,GEX-PURE,6812.0,9.25,neutral,-1.79,-42451527.0,True,False,False,BE,0.0,9.25,6,9.25,2.75,BE,0.0,9.25,6,9.25,2.75,WIN,20.75,30.75,30,30.75,2.75,WIN,6.0,11.0,8,11.0,2.75,T1:WIN/T2:WIN,8.0,11.0,8,11.0,2.75,WIN,1.25,9.25,5,9.25,2.75,WIN,10.0
2026-03-10,386,bearish,False,6827.25,12:28:41,787,8521,0.05,1.8983858929943969,BOFA-PURE,6815.0,12.25,neutral,-2.01,-42749528.0,False,False,True,LOSS,-8.0,5.25,9,5.25,9.0,LOSS,-8.0,5.25,9,5.25,9.0,LOSS,-8.0,5.25,9,5.25,9.0,LOSS,-8.0,5.25,9,5.25,9.0,T1:LOSS/T2:LOSS,-8.0,5.25,9,5.25,9.0,LOSS,-2.75,5.25,3,5.25,3.25,LOSS,-8.0
2026-03-10,392,bullish,True,6829.0,12:49:14,-608,8344,0.11538461538461539,1.2582980686307934,BOFA-PURE,6818.0,11.0,neutral,-2.14,-53617735.0,False,False,False,WIN,6.75,11.75,5,11.75,3.75,WIN,4.75,12.75,10,12.75,3.75,WIN,13.0,23.0,16,23.0,3.75,WIN,6.75,11.75,5,11.75,3.75,T1:WIN/T2:WIN,8.38,11.75,5,11.75,3.75,WIN,4.75,12.75,10,12.75,3.75,WIN,10.0
2026-03-10,405,bullish,False,6848.75,13:27:29,-527,9385,0.5,1.4271485162065374,BOFA-PURE,6808.0,40.75,neutral,-2.43,-74911840.0,False,False,False,LOSS,-8.0,3.25,3,3.25,11.5,LOSS,-8.0,3.25,3,3.25,11.5,LOSS,-8.0,3.25,3,3.25,11.5,LOSS,-8.0,3.25,3,3.25,11.5,T1:LOSS/T2:LOSS,-8.0,3.25,3,3.25,11.5,LOSS,-4.75,3.25,2,3.25,6.5,LOSS,-8.0
2026-03-10,423,bullish,False,6841.0,13:58:20,-334,5034,0.45,0.700718953793473,BOFA-PURE,6806.0,35.0,neutral,-2.21,-40942830.0,False,False,False,LOSS,-8.0,1.0,3,1.0,11.0,LOSS,-8.0,1.0,3,1.0,11.0,LOSS,-8.0,1.0,3,1.0,11.0,LOSS,-8.0,1.0,3,1.0,11.0,T1:LOSS/T2:LOSS,-8.0,1.0,3,1.0,11.0,LOSS,-7.0,1.0,3,1.0,11.0,LOSS,-8.0
2026-03-10,519,bullish,False,6809.75,15:17:47,-305,5203,0.15,2.0991265406572124,GEX-LIS,6746.0,63.75,neutral,-1.08,86890820.0,True,False,True,LOSS,-8.0,3.25,3,3.25,9.0,LOSS,-8.0,3.25,3,3.25,9.0,LOSS,-8.0,3.25,3,3.25,9.0,LOSS,-8.0,3.25,3,3.25,9.0,T1:LOSS/T2:LOSS,-8.0,3.25,3,3.25,9.0,LOSS,-4.75,3.25,2,3.25,5.25,LOSS,-8.0
2026-03-10,529,bullish,False,6797.0,15:27:40,-335,6151,0.2,2.053036498055773,GEX-LIS,6739.0,58.0,neutral,-0.98,176455560.0,True,False,True,LOSS,-8.0,1.0,2,1.0,8.0,LOSS,-8.0,1.0,2,1.0,8.0,LOSS,-8.0,1.0,2,1.0,8.0,LOSS,-8.0,1.0,2,1.0,8.0,T1:LOSS/T2:LOSS,-8.0,1.0,2,1.0,8.0,LOSS,-7.0,1.0,2,1.0,8.0,LOSS,-8.0
2026-03-10,533,bearish,True,6788.75,15:31:58,821,7361,0.037037037037037035,0.4763782854889146,GEX-LIS,6743.0,45.75,neutral,-0.98,428052120.0,False,False,False,LOSS,-8.0,5.25,11,5.25,10.25,LOSS,-8.0,5.25,11,5.25,10.25,LOSS,-8.0,5.25,11,5.25,10.25,LOSS,-8.0,5.25,11,5.25,10.25,T1:LOSS/T2:LOSS,-8.0,5.25,11,5.25,10.25,LOSS,-2.75,5.25,6,5.25,5.0,LOSS,-8.0
2026-03-10,559,bearish,True,6782.5,15:54:17,742,9806,0.14814814814814814,3.108694458175427,GEX-LIS,6744.0,38.5,neutral,0.09,1935127849.0,False,False,False,LOSS,-4.75,2.75,5,2.75,6.75,LOSS,-4.75,2.75,5,2.75,6.75,LOSS,-4.75,2.75,5,2.75,6.75,LOSS,-4.75,2.75,5,2.75,6.75,T1:EXPIRED/T2:LOSS,-4.75,2.75,5,2.75,6.75,LOSS,-4.75,2.75,5,2.75,6.75,EXPIRED,-4.75
2026-03-11,212,bearish,True,6793.75,09:59:04,901,3679,0.3235294117647059,0.5587678861680301,SIDIAL-EXTREME,6766.0,27.75,neutral,0.14,-24911938.0,False,False,True,LOSS,-8.0,1.0,2,1.0,9.0,LOSS,-8.0,1.0,2,1.0,9.0,LOSS,-8.0,1.0,2,1.0,9.0,LOSS,-8.0,1.0,2,1.0,9.0,T1:LOSS/T2:LOSS,-8.0,1.0,2,1.0,9.0,LOSS,-7.0,1.0,2,1.0,9.0,LOSS,-8.0
2026-03-11,237,bullish,False,6795.75,10:08:51,-440,3558,0.55,1.2013370699260562,SIDIAL-EXTREME,6745.0,50.75,neutral,-0.3,-29105889.0,False,False,False,LOSS,-8.0,4.0,7,4.0,8.25,LOSS,-8.0,4.0,7,4.0,8.25,LOSS,-8.0,4.0,7,4.0,8.25,LOSS,-8.0,4.0,7,4.0,8.25,T1:LOSS/T2:LOSS,-8.0,4.0,7,4.0,8.25,LOSS,-4.0,4.0,4,4.0,4.75,LOSS,-8.0
2026-03-11,261,bullish,False,6778.0,10:24:59,-583,5365,0.35,2.0046332623397976,SIDIAL-EXTREME,6739.0,39.0,neutral,-0.22,-13932199.0,False,False,False,LOSS,-8.0,1.75,5,1.75,9.5,LOSS,-8.0,1.75,5,1.75,9.5,LOSS,-8.0,1.75,5,1.75,9.5,LOSS,-8.0,1.75,5,1.75,9.5,T1:LOSS/T2:LOSS,-8.0,1.75,5,1.75,9.5,LOSS,-6.25,1.75,4,1.75,7.0,LOSS,-8.0
2026-03-11,279,bearish,True,6783.5,10:39:12,721,7751,0.2,1.0520396126519078,AG-TARGET,6773.0,10.5,neutral,0.46,-15357392.0,True,False,True,LOSS,-8.0,2.75,4,2.75,8.25,LOSS,-8.0,2.75,4,2.75,8.25,LOSS,-8.0,2.75,4,2.75,8.25,LOSS,-8.0,2.75,4,2.75,8.25,T1:LOSS/T2:LOSS,-8.0,2.75,4,2.75,8.25,LOSS,-5.25,2.75,3,2.75,7.0,LOSS,-8.0
2026-03-11,283,bullish,False,6791.75,10:44:05,-377,3989,0.25,1.0383829443844281,SIDIAL-EXTREME,6735.0,56.75,neutral,-0.06,-17822530.0,False,False,False,WIN,6.75,11.75,11,11.75,5.25,BE,0.0,11.75,13,11.75,5.25,BE,0.0,11.75,13,11.75,5.25,WIN,6.75,11.75,11,11.75,5.25,T1:WIN/T2:WIN,8.38,11.75,11,11.75,5.25,WIN,3.75,11.75,12,11.75,5.25,WIN,10.0
2026-03-11,317,bullish,False,6769.5,11:22:39,-454,4522,0.25,1.164533491282738,SIDIAL-EXTREME,6758.0,11.5,neutral,0.02,2981195.0,False,False,True,WIN,7.5,12.5,3,12.5,1.0,WIN,4.5,12.5,4,12.5,1.0,BE,0.0,12.5,7,12.5,2.0,WIN,7.5,12.5,3,12.5,1.0,T1:WIN/T2:WIN,8.75,12.5,3,12.5,1.0,WIN,4.5,12.5,4,12.5,1.0,WIN,10.0
2026-03-11,334,bullish,False,6761.25,11:44:08,-326,5618,0.4,1.241066990666593,AG-LIS,6763.0,1.75,neutral,0.25,15187218.0,False,False,True,LOSS,-8.0,0.5,3,0.5,8.25,LOSS,-8.0,0.5,3,0.5,8.25,LOSS,-8.0,0.5,3,0.5,8.25,LOSS,-8.0,0.5,3,0.5,8.25,T1:LOSS/T2:LOSS,-8.0,0.5,3,0.5,8.25,LOSS,-7.5,0.5,3,0.5,8.25,LOSS,-8.0
2026-03-11,346,bearish,True,6756.75,12:07:13,689,12655,0.07407407407407407,1.579599219466992,AG-PURE,6788.0,31.25,neutral,0.39,43599448.0,True,False,False,LOSS,-8.0,5.25,14,5.25,9.0,LOSS,-8.0,5.25,14,5.25,9.0,LOSS,-8.0,5.25,14,5.25,9.0,LOSS,-8.0,5.25,14,5.25,9.0,T1:LOSS/T2:LOSS,-8.0,5.25,14,5.25,9.0,LOSS,-2.75,5.25,6,5.25,5.0,LOSS,-8.0
2026-03-11,371,bearish,False,6779.0,12:58:51,367,4191,0.3,0.792834036435179,AG-PURE,6789.0,10.0,neutral,0.14,39323872.0,True,False,False,BE,0.0,9.0,9,9.0,3.25,BE,0.0,9.0,9,9.0,3.25,WIN,19.25,29.25,23,29.25,5.5,WIN,7.0,12.0,16,12.0,5.5,T1:WIN/T2:WIN,8.5,12.0,16,12.0,5.5,WIN,1.0,9.0,9,9.0,3.25,WIN,10.0
2026-03-11,420,bearish,False,6758.5,14:13:59,304,7724,0.3,2.247701082528227,BOFA-PURE,6728.0,30.5,neutral,0.42,-45928188.0,False,False,True,LOSS,-8.0,1.75,3,1.75,10.25,LOSS,-8.0,1.75,3,1.75,10.25,LOSS,-8.0,1.75,3,1.75,10.25,LOSS,-8.0,1.75,3,1.75,10.25,T1:LOSS/T2:LOSS,-8.0,1.75,3,1.75,10.25,LOSS,-6.25,1.75,3,1.75,10.25,LOSS,-8.0
2026-03-11,436,bearish,False,6766.5,14:53:19,352,4602,0.5,0.9577423752094151,BOFA-PURE,6736.0,30.5,neutral,0.07,-49539045.0,False,False,True,LOSS,-8.0,0.5,2,0.5,8.0,LOSS,-8.0,0.5,2,0.5,8.0,LOSS,-8.0,0.5,2,0.5,8.0,LOSS,-8.0,0.5,2,0.5,8.0,T1:LOSS/T2:LOSS,-8.0,0.5,2,0.5,8.0,LOSS,-7.5,0.5,2,0.5,8.0,LOSS,-8.0
2026-03-11,446,bullish,False,6766.0,15:25:01,-333,3207,0.75,0.6444935691318328,BOFA-PURE,6747.0,19.0,neutral,0.13,-62674392.0,False,False,False,WIN,5.25,10.25,4,10.25,2.0,WIN,5.0,13.0,9,13.0,2.0,WIN,14.0,14.0,10,14.0,2.0,WIN,5.25,10.25,4,10.25,2.0,T1:WIN/T2:WIN,7.62,10.25,4,10.25,2.0,WIN,5.0,13.0,9,13.0,2.0,WIN,10.0
2026-03-11,447,bearish,False,6764.25,15:31:53,419,10207,0.35,2.0340975896531455,BOFA-PURE,6747.0,17.25,neutral,0.17,-31145552.0,False,False,True,LOSS,-8.0,0.25,2,0.25,9.25,LOSS,-8.0,0.25,2,0.25,9.25,LOSS,-8.0,0.25,2,0.25,9.25,LOSS,-8.0,0.25,2,0.25,9.25,T1:LOSS/T2:LOSS,-8.0,0.25,2,0.25,9.25,LOSS,-7.75,0.25,2,0.25,9.25,LOSS,-8.0
2026-03-11,456,bullish,True,6780.0,15:54:40,-1159,15033,0.6756756756756757,1.4321074618688425,BOFA-PURE,6758.0,22.0,neutral,-0.2,324777456.0,False,False,True,NO_DATA,0.0,0.0,0,0.0,0.0,NO_DATA,0.0,0.0,0,0.0,0.0,NO_DATA,0.0,0.0,0,0.0,0.0,NO_DATA,0.0,0.0,0,0.0,0.0,NO_DATA,0.0,0.0,0,0.0,0.0,NO_DATA,0.0,0.0,0,0.0,0.0,EXPIRED,0.0
2026-03-12,191,bearish,True,6727.0,09:40:17,608,9592,0.08695652173913043,0.9692999958718057,AG-PURE,6741.0,14.0,neutral,1.28,23481126.0,True,False,False,WIN,5.75,10.75,5,10.75,4.0,WIN,16.25,24.25,11,24.25,4.0,WIN,14.25,24.25,11,24.25,4.0,WIN,5.75,10.75,5,10.75,4.0,T1:WIN/T2:WIN,7.88,10.75,5,10.75,4.0,WIN,16.25,24.25,11,24.25,4.0,WIN,10.0
2026-03-12,206,bearish,False,6718.75,09:51:47,438,4326,0.2,0.9226044488046238,AG-PURE,6785.0,66.25,neutral,1.07,45759437.0,True,False,False,WIN,6.5,11.5,3,11.5,0.5,WIN,13.75,21.75,9,21.75,0.5,WIN,11.75,21.75,9,21.75,0.5,WIN,6.5,11.5,3,11.5,0.5,T1:WIN/T2:WIN,8.25,11.5,3,11.5,0.5,WIN,13.75,21.75,9,21.75,0.5,WIN,10.0
2026-03-12,212,bullish,True,6702.0,09:56:44,-640,9152,0.21875,1.293591132411997,AG-PURE,6757.0,55.0,neutral,1.55,42347418.0,False,False,True,WIN,7.5,12.5,5,12.5,3.0,WIN,14.75,22.75,11,22.75,3.0,WIN,12.75,22.75,12,22.75,3.0,WIN,7.5,12.5,5,12.5,3.0,T1:WIN/T2:WIN,8.75,12.5,5,12.5,3.0,WIN,14.75,22.75,11,22.75,3.0,WIN,10.0
2026-03-12,222,bearish,False,6719.75,10:04:19,727,3197,0.55,0.7096795675771668,AG-PURE,6736.0,16.25,neutral,1.65,34048490.0,True,False,False,LOSS,-8.0,7.25,12,7.25,8.0,LOSS,-8.0,7.25,12,7.25,8.0,LOSS,-8.0,7.25,12,7.25,8.0,LOSS,-8.0,7.25,12,7.25,8.0,T1:LOSS/T2:LOSS,-8.0,7.25,12,7.25,8.0,LOSS,-0.75,7.25,5,7.25,2.5,LOSS,-8.0
2026-03-12,232,bearish,True,6722.0,10:13:14,812,8876,0.0,0.7362362199603265,AG-PURE,6747.0,25.0,neutral,0.98,31811470.0,True,False,False,WIN,5.5,10.5,5,10.5,5.75,WIN,8.25,16.25,10,16.25,5.75,WIN,20.25,30.25,18,30.25,5.75,WIN,5.5,10.5,5,10.5,5.75,T1:WIN/T2:WIN,7.75,10.5,5,10.5,5.75,WIN,8.25,16.25,10,16.25,5.75,WIN,10.0
2026-03-12,242,bearish,True,6710.25,10:26:02,686,7786,0.4,0.8578927634045744,AG-PURE,6740.0,29.75,neutral,1.14,40198645.0,True,False,False,WIN,6.75,11.75,3,11.75,0.75,WIN,10.5,18.5,7,18.5,0.75,WIN,8.5,18.5,8,18.5,0.75,WIN,6.75,11.75,3,11.75,0.75,T1:WIN/T2:WIN,8.38,11.75,3,11.75,0.75,WIN,10.5,18.5,7,18.5,0.75,WIN,10.0
2026-03-12,253,bullish,True,6693.25,10:38:39,-975,6299,0.16,0.4070467604858411,AG-PURE,6782.0,88.75,neutral,1.72,47535840.0,False,False,True,WIN,7.5,12.5,6,12.5,2.0,WIN,20.0,28.0,14,28.0,2.0,WIN,18.0,28.0,14,28.0,2.0,WIN,7.5,12.5,6,12.5,2.0,T1:WIN/T2:WIN,8.75,12.5,6,12.5,2.0,WIN,20.0,28.0,14,28.0,2.0,WIN,10.0
2026-03-12,257,bearish,True,6696.25,10:43:35,626,8244,0.3333333333333333,0.9211390525889603,AG-PURE,6695.0,1.25,neutral,1.52,46172575.0,True,False,False,LOSS,-8.0,0.25,2,0.25,9.5,LOSS,-8.0,0.25,2,0.25,9.5,LOSS,-8.0,0.25,2,0.25,9.5,LOSS,-8.0,0.25,2,0.25,9.5,T1:LOSS/T2:LOSS,-8.0,0.25,2,0.25,9.5,LOSS,-7.75,0.25,2,0.25,9.5,LOSS,-8.0
2026-03-12,274,bearish,False,6701.5,10:54:01,344,5600,0.05,1.4301949917636092,AG-PURE,6700.0,1.5,neutral,1.07,38938574.0,True,False,False,WIN,5.0,10.0,14,10.0,3.5,WIN,9.0,17.0,19,17.0,3.5,WIN,7.0,17.0,23,17.0,3.5,WIN,5.0,10.0,14,10.0,3.5,T1:WIN/T2:WIN,7.5,10.0,14,10.0,3.5,LOSS,-2.75,5.25,3,5.25,3.5,WIN,10.0
2026-03-12,290,bearish,False,6689.5,11:14:24,447,8577,0.2,2.2319662745914437,AG-LIS,6708.0,18.5,neutral,1.46,46039250.0,True,False,False,LOSS,-8.0,3.5,7,3.5,8.5,LOSS,-8.0,3.5,7,3.5,8.5,LOSS,-8.0,3.5,7,3.5,8.5,LOSS,-8.0,3.5,7,3.5,8.5,T1:LOSS/T2:LOSS,-8.0,3.5,7,3.5,8.5,LOSS,-4.5,3.5,6,3.5,4.75,LOSS,-8.0
2026-03-12,322,bullish,True,6718.25,11:43:32,-1595,5851,0.3181818181818182,0.3812865195351297,AG-PURE,6789.0,70.75,neutral,1.7,76772941.0,False,False,True,LOSS,-8.0,0.75,4,0.75,9.0,LOSS,-8.0,0.75,4,0.75,9.0,LOSS,-8.0,0.75,4,0.75,9.0,LOSS,-8.0,0.75,4,0.75,9.0,T1:LOSS/T2:LOSS,-8.0,0.75,4,0.75,9.0,LOSS,-7.25,0.75,4,0.75,9.0,LOSS,-8.0
2026-03-12,350,bearish,False,6714.0,12:06:31,503,7083,0.4,2.461041330067233,AG-LIS,6795.0,81.0,neutral,0.85,62321217.0,True,False,False,WIN,7.75,12.75,3,12.75,0.75,WIN,13.0,21.0,8,21.0,0.75,WIN,11.0,21.0,9,21.0,0.75,WIN,7.75,12.75,3,12.75,0.75,T1:WIN/T2:WIN,8.88,12.75,3,12.75,0.75,WIN,13.0,21.0,8,21.0,0.75,WIN,10.0
2026-03-12,355,bullish,False,6698.0,12:10:19,-679,8683,0.2,2.91924421732114,AG-LIS,6795.0,97.0,neutral,0.85,72900783.0,False,False,True,WIN,6.0,11.0,5,11.0,3.75,WIN,10.25,18.25,9,18.25,3.75,WIN,21.25,31.25,15,31.25,3.75,WIN,6.0,11.0,5,11.0,3.75,T1:WIN/T2:WIN,8.0,11.0,5,11.0,3.75,WIN,10.25,18.25,9,18.25,3.75,WIN,10.0
2026-03-12,363,bearish,False,6711.25,12:17:54,389,4821,0.65,1.3946626166196572,AG-LIS,6698.0,13.25,neutral,1.35,64981961.0,True,False,False,LOSS,-8.0,3.25,3,3.25,10.75,LOSS,-8.0,3.25,3,3.25,10.75,LOSS,-8.0,3.25,3,3.25,10.75,LOSS,-8.0,3.25,3,3.25,10.75,T1:LOSS/T2:LOSS,-8.0,3.25,3,3.25,10.75,LOSS,-4.75,3.25,2,3.25,5.75,LOSS,-8.0
2026-03-12,378,bearish,False,6708.0,12:35:01,571,5781,0.15,1.2261389666581828,AG-LIS,6790.0,82.0,neutral,1.14,80133032.0,True,False,False,LOSS,-8.0,1.0,3,1.0,10.75,LOSS,-8.0,1.0,3,1.0,10.75,LOSS,-8.0,1.0,3,1.0,10.75,LOSS,-8.0,1.0,3,1.0,10.75,T1:LOSS/T2:LOSS,-8.0,1.0,3,1.0,10.75,LOSS,-7.0,1.0,2,1.0,7.5,LOSS,-8.0
2026-03-12,395,bullish,False,6701.75,12:55:02,-458,4502,0.5,1.0407082919161332,AG-LIS,6790.0,88.25,neutral,1.16,71589448.0,False,False,True,WIN,6.5,11.5,6,11.5,4.0,WIN,7.0,15.0,9,15.0,4.0,WIN,5.0,15.0,9,15.0,4.0,WIN,6.5,11.5,6,11.5,4.0,T1:WIN/T2:WIN,8.25,11.5,6,11.5,4.0,WIN,7.0,15.0,9,15.0,4.0,WIN,10.0
2026-03-12,396,bearish,False,6699.25,12:56:01,1013,4297,0.5,1.0343250529559023,AG-LIS,6790.0,90.75,neutral,1.16,71589448.0,True,False,False,LOSS,-8.0,1.5,3,1.5,8.5,LOSS,-8.0,1.5,3,1.5,8.5,LOSS,-8.0,1.5,3,1.5,8.5,LOSS,-8.0,1.5,3,1.5,8.5,T1:LOSS/T2:LOSS,-8.0,1.5,3,1.5,8.5,LOSS,-6.5,1.5,2,1.5,6.75,LOSS,-8.0
2026-03-12,412,bearish,True,6705.0,13:23:17,1476,5408,0.08333333333333333,0.37960434928390097,BOFA-PURE,6645.0,60.0,neutral,0.9,31453208.0,False,False,False,LOSS,-8.0,5.0,7,5.0,9.0,LOSS,-8.0,5.0,7,5.0,9.0,LOSS,-8.0,5.0,7,5.0,9.0,LOSS,-8.0,5.0,7,5.0,9.0,T1:LOSS/T2:LOSS,-8.0,5.0,7,5.0,9.0,LOSS,-3.0,5.0,5,5.0,4.25,LOSS,-8.0
2026-03-12,413,bullish,False,6703.75,13:26:40,-310,7416,0.25,1.8146226876774003,BOFA-PURE,6644.0,59.75,neutral,0.78,20905376.0,False,False,True,WIN,5.25,10.25,6,10.25,3.75,BE,0.0,10.25,8,10.25,3.75,BE,0.0,10.25,8,10.25,3.75,WIN,5.25,10.25,6,10.25,3.75,T1:WIN/T2:WIN,7.62,10.25,6,10.25,3.75,LOSS,-2.5,5.5,3,5.5,3.75,WIN,10.0
2026-03-12,423,bullish,True,6700.5,13:47:07,-1021,6501,0.041666666666666664,0.8872233510567108,BOFA-PURE,6641.0,59.5,neutral,0.68,48896624.0,False,False,True,LOSS,-8.0,3.75,5,3.75,9.5,LOSS,-8.0,3.75,5,3.75,9.5,LOSS,-8.0,3.75,5,3.75,9.5,LOSS,-8.0,3.75,5,3.75,9.5,T1:LOSS/T2:LOSS,-8.0,3.75,5,3.75,9.5,LOSS,-4.25,3.75,4,3.75,4.75,LOSS,-8.0
2026-03-12,440,bearish,True,6703.25,14:18:15,786,14370,0.0,1.520547154565393,BOFA-PURE,6698.0,5.25,neutral,0.78,1160284.0,False,False,False,WIN,5.25,10.25,5,10.25,0.75,WIN,7.5,15.5,17,15.5,0.75,WIN,8.5,18.5,22,18.5,0.75,WIN,5.25,10.25,5,10.25,0.75,T1:WIN/T2:WIN,7.62,10.25,5,10.25,0.75,WIN,2.25,10.25,6,10.25,0.75,WIN,10.0
2026-03-12,443,bullish,True,6698.75,14:24:02,-882,10508,0.043478260869565216,1.6960377146705579,BOFA-PURE,6640.0,58.75,neutral,0.84,11390684.0,False,False,True,LOSS,-8.0,2.5,8,2.5,8.0,LOSS,-8.0,2.5,8,2.5,8.0,LOSS,-8.0,2.5,8,2.5,8.0,LOSS,-8.0,2.5,8,2.5,8.0,T1:LOSS/T2:LOSS,-8.0,2.5,8,2.5,8.0,LOSS,-5.5,2.5,5,2.5,7.0,LOSS,-8.0
2026-03-12,455,bullish,False,6688.0,14:58:54,-441,4837,0.35,1.0574873470993977,BOFA-PURE,6687.0,1.0,neutral,1.28,64372573.0,False,False,True,BE,0.0,8.75,4,8.75,0.75,BE,0.0,8.75,4,8.75,0.75,BE,0.0,14.75,22,14.75,3.25,WIN,5.0,10.0,14,10.0,3.25,T1:WIN/T2:WIN,7.5,10.0,14,10.0,3.25,WIN,0.75,8.75,4,8.75,0.75,WIN,10.0
2026-03-12,477,bearish,False,6687.0,15:42:34,873,7487,0.6,1.7157851315427628,AG-PURE,6801.0,114.0,neutral,0.99,589006463.0,True,False,False,BE,0.0,9.75,6,9.75,2.0,BE,0.0,9.75,6,9.75,2.0,WIN,8.75,9.75,7,9.75,2.0,WIN,8.75,9.75,7,9.75,2.0,T1:EXPIRED/T2:WIN,8.75,9.75,7,9.75,2.0,WIN,1.75,9.75,5,9.75,2.0,EXPIRED,8.75
