time,open,high,low,close,Volume,Volume MA,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,VIX · TVC: close
1771357500,6865.53,6865.53,6861.68,6861.7,21947910,42453056.6,59.72684998815197,63.41751805529644,,,,,19.81
1771357800,6861.86,6861.91,6854.04,6857.43,24682080,42282672.15,55.71331177213633,62.80753531378792,,,,,19.94
1771358100,6857.38,6858.05,6852.51,6853.6,23370180,42119452,52.31737702621809,61.87248210278167,,,,,19.98
1771358400,6853.71,6858.91,6853.04,6855.84,25420050,41951786.15,54.08029997633175,60.91234926034717,,,,,19.97
1771358700,6855.91,6856.56,6851.6,6852.05,22795920,41782449.1,50.66700145988402,59.90624078954141,,,,,20.02
1771359000,6852.13,6853.11,6850.07,6853.11,24864370,41672980.3,51.587335539441405,58.86034834136792,,,,,20.04
1771359300,6853.2,6855.13,6849.01,6849.01,27743900,41585552.1,47.86759797648091,57.794705120229324,,,,,20.08
1771359600,6849.24,6851.27,6845.05,6846.13,29695000,41492801,45.391666370176104,56.46836054155519,,,,,20.19
1771359900,6846.04,6849.05,6845.32,6847.04,29831440,41437937.75,46.33618844559216,55.40461168951983,,,,,20.18
1771360200,6846.94,6846.94,6839.29,6842.25,37032790,41407647.35,42.19874970610205,53.78422672445979,,,,,20.44
1771360500,6841.88,6843.21,6838.39,6839.65,36598630,41385583.5,40.10542357170024,52.443919940936624,,,,,20.47
1771360800,6839.69,6850.52,6839.35,6848.36,41552590,41428219.15,49.19730128144222,51.47855569555206,,,,,20.2
1771361100,6848.08,6848.34,6843.78,6846.11,48547410,41488926.9,47.20390756302859,50.41542675247149,,,,,20.26
1771361400,6845.89,6849.37,6839.05,6841.78,87426850,41738728.85,43.54710777586513,48.9957227466108,,,,,20.38
1771361700,6841.77,6844.99,6837.74,6844.99,209893230,42545888.95,46.83523740164245,48.07489327614583,,,,,20.38
1771362000,6844.1,6844.1,6843.21,6843.21,470231600,44707526.45,45.260942882210536,47.32829549829399,,,,,20.3
1771425000,6859.82,6862.33,6849.66,6853.39,137282279,45209019.795,54.649660180874086,47.49488715219799,,,,,20.04
1771425300,6853.72,6864.32,6851.31,6860.87,54676242,45324033.205,60.06912366740142,47.922660272988686,,,,,20.04
1771425600,6860.62,6872.69,6858.91,6869.31,48363215,45413775.38,65.13231556686492,48.955896994915896,,,,,19.74
1771425900,6869.31,6871.05,6855.41,6855.82,49688984,45495070.15,53.46349241807534,49.0899082005326,,,,,20.04
1771426200,6856.09,6871.88,6855.05,6871.19,46174230,45550041.9,61.84985022695134,50.088640504137636,,,,,19.69
1771426500,6871.01,6882.2,6870.32,6880.24,41175930,45537481.45,65.76225797664432,51.54368276174251,,,,,19.39
1771426800,6880.71,6894.35,6880.09,6894.21,48149600,45605797.6,70.74904110064281,53.28745795138899,,,,,19.04
1771427100,6894.31,6899.33,6890.88,6893.16,42709460,45668006.95,69.92466885752124,55.26788074791893,,,,,19.06
1771427400,6892.68,6896.84,6888.92,6896.51,37577410,45705637.7,71.0823936540223,57.48052146808478,,,,,19.03
1771427700,6896.42,6902.99,6895.71,6897.64,40718560,45745803.65,71.48118408348428,59.07222738251636,,,,,19.02
1771428000,6897.7,6900.09,6895.35,6895.54,35507560,45568369.8,69.5612974103735,60.66918380018386,,,,,18.99
1771428300,6895.52,6898.71,6893.68,6897.07,33974760,45572385.35,70.18951446891592,62.57221284968749,,,,,18.96
1771428600,6897.22,6897.55,6891.95,6892.1,33154230,45586863.8,65.46312036770487,63.90277591869194,,,,,19.02
1771428900,6892.09,6899.09,6891.83,6898.74,32477560,45609169.65,68.51365728814004,65.56368409054404,,,,,18.81
1771429200,6899.05,6903.11,6898.06,6901.38,32326270,45610000.85,69.66105554643295,66.6359266166554,,,,,18.8
1771429500,6901.52,6904.54,6899.36,6901.92,30135060,45615154.9,69.90265429540726,67.33832166151295,,,,,18.72
1771429800,6902.08,6903.51,6899.1,6902.9,28664060,45496976.85,70.36389992712319,67.71200625867425,,,,,18.76
1771430100,6903.16,6905.73,6902.49,6903.88,30391800,45492920.7,70.84507234117234,68.95354768175261,,,,,18.67
1771430400,6903.92,6904.39,6901.05,6904.06,30396670,45505984.3,70.9384042693699,69.60273011335394,,,,,18.63
1771430700,6904.1,6907.85,6901.74,6902.08,30520430,45496454.05,68.34654047420493,69.78732172032254,,,,,18.69
1771431000,6902.36,6904.34,6901.37,6902.47,28325690,45486547.5,68.58997553905418,69.63310275163765,,,,,18.77
1771431300,6902.48,6905,6900.32,6900.32,24999880,45456975.4,65.59501355070812,69.32384165829384,,,,,18.84
1771431600,6900.54,6901.85,6898.76,6901.27,24752970,45388370.75,66.29532407219588,68.98190811673481,,,,,18.84
1771431900,6901.39,6902.1,6898.89,6900.6,24369490,45331819.7,65.28601242657605,68.53939585552709,,,,,18.87
1771432200,6900.66,6905.59,6899.95,6902.87,24143260,45298420,67.11286764598677,68.36450801521374,,,,,18.79
1771432500,6902.99,6904.05,6901.62,6903.78,23320280,45249814.9,67.84345018909858,68.19693199522679,,,,,18.77
1771432800,6903.83,6904.89,6901.72,6902.19,24599480,45214577.8,65.12133201454448,68.17251854142962,,,,,18.81
1771433100,6902,6903.13,6899.37,6899.38,24609280,45176227.2,60.501174977613466,67.600198376392,,,,,18.86
1771433400,6899.46,6900.61,6894.81,6895.81,22658320,45063645.3,55.14801832157903,66.56355286033101,,,,,19.01
1771433700,6895.62,6897.78,6893.36,6893.8,21498170,44995909.15,52.34004633209849,65.3090808629518,,,,,19.04
1771434000,6893.92,6899.76,6892.68,6899.7,23634970,44940084.5,58.94761769518315,64.49363213209895,,,,,18.93
1771434300,6899.8,6906.89,6899.73,6902.84,22386550,44873621.75,61.96953259063959,63.859665007060904,,,,,18.79
1771434600,6902.87,6903.85,6898.36,6900.75,18650810,44789814.3,58.86360013854991,62.99717899771662,,,,,18.8
1771434900,6900.63,6904.27,6899.51,6904.13,19890870,44686273.65,62.16615026524245,62.5557225542193,,,,,18.71
1771435200,6904.13,6904.63,6902.99,6903.11,18234130,44583741.8,60.58541415931127,61.98396816995195,,,,,18.69
1771435500,6903.11,6903.11,6900.07,6900.51,18560370,44436476.15,56.63240122687319,61.34378157539231,,,,,18.74
1771435800,6900.52,6902.2,6897.4,6897.67,17518230,44272294.8,52.59558378634709,60.36522869783168,,,,,18.78
1771436100,6897.76,6900.91,6897.74,6900.53,18592160,44083295.6,55.99721097387172,59.70174287978137,,,,,18.66
1771436400,6900.58,6900.58,6897.65,6898.82,17311140,43821656.8,53.524162916070836,58.7311211133588,,,,,18.68
1771436700,6898.85,6901.8,6898.11,6900.48,18962420,43336222.9,55.5752667609953,57.854822297065716,,,,,18.62
1771437000,6900.44,6905.06,6900.32,6904.98,18161400,42188850.4,60.645665458750834,57.53513182879474,,,,,18.57
1771437300,6904.89,6905.84,6901.92,6902.73,17920830,39284409.55,57.134354480465014,57.294644650426996,,,,,18.65
1771437600,6903.02,6909.12,6902.94,6905.87,21246710,38547999.14,60.56578014533155,57.68162763783789,,,,,18.57
1771437900,6905.86,6906.04,6902.85,6903.21,19056540,38309419.25,56.44369166466941,57.97474516159296,,,,,18.65
1771438200,6903.27,6904.4,6902.15,6903.15,20733430,38055332.95,56.35052891720111,57.789238820308526,,,,,18.63
1771438500,6903.12,6905.55,6903.02,6903.34,18919250,37813537.7,56.59484677102517,57.405332690336074,,,,,18.66
1771438800,6903.43,6903.67,6899.35,6899.57,17747970,37602929.1,50.548949216591616,56.81142905305334,,,,,18.77
1771439100,6899.56,6900.63,6893.71,6895.86,23501280,37460634.15,45.40810422673178,55.61442576458828,,,,,18.93
1771439400,6895.95,6897.55,6893.02,6895.81,19758740,37284297.45,45.34117805943594,54.52555175745432,,,,,19.06
