date,time_et,bar_idx,direction,entry_price,scenario,vol_ratio_raw,vol_ratio_rate,vol_per_sec,duration_sec,volume,div_raw,div_gap,cvd_norm,grade_estimate,score_estimate,outcome,pnl,mfe,mae,bars_held
2026-03-02,13:26:58,484,long,6888.25,A,1.9285,0.81,23.5252,501.46,11797,2,0.5565,-0.632,B,20.8,LOSS,-8,1.75,-10.5,5
2026-03-02,13:46:57,489,long,6877.75,B,0.4293,4.2358,108.4369,23.85,2586,1,0.2817,-1.0,C,14.5,WIN,10,14.0,-1.75,7
2026-03-02,14:16:36,499,short,6904.25,A,1.8884,1.4933,50.8553,236.73,12039,1,0.283,0.9821,C,14.5,WIN,10,10.0,-7.0,10
2026-03-02,14:16:36,499,short,6904.25,B,1.8884,1.4933,50.8553,236.73,12039,1,0.283,0.9821,C,14.5,WIN,10,10.0,-7.0,10
2026-03-02,14:16:36,499,short,6904.25,C,1.8884,1.4933,50.8553,236.73,12039,1,0.283,0.9821,C,14.5,WIN,10,10.0,-7.0,10
2026-03-02,15:00:52,507,long,6901.25,A,1.544,0.8863,34.5138,337.86,11661,3,1.1667,-1.0,B,27.0,LOSS,-8,0.0,-11.25,3
2026-03-02,15:06:30,508,long,6896.25,B,0.4913,9.7243,380.0046,10.36,3935,2,0.6333,-1.0,B,20.8,LOSS,-8,3.0,-9.5,3
2026-03-02,15:15:01,519,long,6877.75,B,0.8097,1.4979,139.1773,45.57,6342,1,0.2632,-1.0,C,14.5,WIN,10,10.75,-2.5,4
2026-03-02,15:21:06,531,long,6880.5,A,1.5529,0.3777,51.6748,117.14,6053,2,0.7447,-1.0,B,20.8,WIN,10,10.75,-3.25,15
2026-03-02,15:37:19,541,long,6883.75,A,1.9691,0.395,38.0559,150.83,5740,4,1.2826,-1.0,A,33.2,WIN,10,11.25,-4.0,10
2026-03-02,15:50:03,547,long,6890.5,B,0.3908,3.7772,214.0239,7.15,1530,4,1.4566,-0.9566,A,33.2,LOSS,-8,6.75,-8.0,9
2026-03-02,15:55:15,552,long,6895.5,A,2.0829,1.1469,67.7169,129.83,8792,4,1.6296,-1.0,A+,41.8,LOSS,-8,1.75,-10.25,3
2026-03-02,15:57:25,553,long,6892.25,C,2.051,1.6031,97.1869,95.25,9257,4,1.6226,-1.0,A+,41.8,LOSS,-8,1.5,-9.75,3
2026-03-03,09:32:55,334,short,6778.0,A,1.6486,1.6357,136.6837,29.84,4079,1,0.2491,0.8189,C,14.5,WIN,10,14.25,-4.25,3
2026-03-03,09:32:55,334,short,6778.0,B,1.6486,1.6357,136.6837,29.84,4079,1,0.2491,0.8189,C,14.5,WIN,10,14.25,-4.25,3
2026-03-03,09:32:55,334,short,6778.0,C,1.6486,1.6357,136.6837,29.84,4079,1,0.2491,0.8189,C,14.5,WIN,10,14.25,-4.25,3
2026-03-03,09:36:22,344,short,6779.0,B,0.2739,1.5414,186.7232,3.9,729,4,1.2076,0.8991,A,33.2,LOSS,-8,0.0,-8.25,2
2026-03-03,09:38:56,352,short,6789.0,A,1.4199,0.988,155.1023,23.74,3682,2,0.4703,0.8587,B,20.8,WIN,10,12.75,0.0,2
2026-03-03,09:49:22,380,short,6747.75,A,1.8784,1.0411,163.3701,27.21,4445,4,1.271,0.7423,A,33.2,LOSS,-8,1.5,-11.75,3
2026-03-03,09:52:44,392,short,6756.25,A,1.5098,0.7137,97.0349,37.55,3644,4,1.3341,0.9138,A,33.2,WIN,10,14.0,-1.25,6
2026-03-03,09:59:25,406,short,6749.5,A,2.2055,1.0289,135.6518,40.02,5429,3,0.9654,0.4332,A,35.5,LOSS,-8,0.0,-8.25,2
2026-03-03,10:00:07,408,short,6757.25,B,1.1379,1.6404,204.4943,14.54,2974,2,0.5381,0.6037,B,20.8,WIN,10,11.75,-0.5,3
2026-03-03,10:02:12,416,short,6744.75,A,1.5179,0.9191,113.0357,32.43,3666,3,0.931,0.56,B,27.0,LOSS,-8,4.75,-10.25,6
2026-03-03,10:03:10,418,short,6744.5,B,0.2213,2.1454,263.5453,2.12,558,3,0.8746,0.6811,B,27.0,LOSS,-8,4.5,-10.5,5
2026-03-03,10:12:23,446,short,6753.5,A,1.5204,0.9709,120.996,26.94,3260,2,0.5855,0.8899,B,20.8,WIN,10,11.0,0.0,5
2026-03-03,10:30:02,476,short,6728.0,B,0.2781,3.7125,354.6938,2.35,832,3,1.0472,0.6117,B,27.0,LOSS,-8,6.75,-13.25,4
2026-03-03,10:32:51,486,short,6729.75,A,1.7763,0.6753,78.1235,72.88,5694,1,0.2459,0.53,C,14.5,LOSS,-8,0.0,-8.25,2
2026-03-03,10:43:56,510,short,6737.0,A,2.2307,0.7104,79.6383,65.37,5206,3,0.885,0.3688,A,35.5,WIN,10,10.25,-4.75,9
2026-03-03,10:48:15,524,short,6732.0,A,1.637,0.7199,65.5942,52.54,3446,4,1.4887,0.8733,A,33.2,LOSS,-8,5.75,-11.75,11
2026-03-03,10:54:35,538,short,6731.25,A,1.6896,0.5721,47.7233,64.85,3095,3,1.1749,0.5386,B,27.0,LOSS,-8,0.5,-12.5,4
2026-03-03,10:56:03,540,short,6736.5,B,0.478,2.5934,214.8876,4.23,910,2,0.5664,0.5255,B,20.8,LOSS,-8,5.75,-9.5,4
2026-03-03,11:43:36,604,long,6784.0,B,0.6265,5.2528,390.6148,5.65,2208,2,0.6697,-0.6536,B,20.8,WIN,10,13.75,0.0,3
2026-03-03,12:02:49,634,short,6792.75,A,1.6535,0.3905,48.5296,85.91,4169,3,0.8746,0.6631,B,27.0,LOSS,-8,5.5,-14.25,11
2026-03-03,12:12:46,646,long,6793.5,A,1.5262,0.3053,32.6654,113.7,3714,2,0.4386,-1.0,B,20.8,WIN,10,13.5,-1.5,5
2026-03-03,12:43:45,674,long,6802.25,A,4.1571,1.4951,70.8518,179.6,12725,3,0.9876,-0.9132,A+,43.8,LOSS,-8,5.5,-10.5,3
2026-03-03,12:43:45,674,long,6802.25,B,4.1571,1.4951,70.8518,179.6,12725,3,0.9876,-0.9132,A+,43.8,LOSS,-8,5.5,-10.5,3
2026-03-03,12:43:45,674,long,6802.25,C,4.1571,1.4951,70.8518,179.6,12725,3,0.9876,-0.9132,A+,43.8,LOSS,-8,5.5,-10.5,3
2026-03-03,13:20:08,696,short,6816.5,B,0.3924,2.4276,113.2713,15.75,1784,1,0.202,1.0,C,14.5,LOSS,-8,0.0,-11.25,2
2026-03-03,13:35:35,706,long,6827.0,B,0.7895,1.7695,89.9269,39.03,3510,3,0.8927,-0.198,B,27.0,WIN,10,15.25,0.0,2
2026-03-03,13:45:10,714,long,6828.25,A,1.4552,1.0108,57.5734,129.75,7470,4,1.3978,-1.0,A,33.2,WIN,10,14.5,0.0,2
2026-03-03,13:48:58,716,short,6837.0,B,0.4431,1.4625,82.3319,26.21,2158,1,0.3006,0.7631,C,14.5,WIN,10,11.25,-5.75,5
2026-03-03,14:37:14,744,short,6827.75,B,0.2631,6.7432,349.1601,3.65,1274,2,0.4953,0.6175,B,20.8,LOSS,-8,0.0,-12.5,3
2026-03-03,14:57:08,776,long,6832.75,A,2.735,0.2172,35.3469,227.49,8041,1,0.2655,-0.4277,B,23.0,LOSS,-8,9.25,-9.5,15
2026-03-03,15:05:04,782,short,6835.75,A,2.6902,0.402,66.5187,117.86,7840,4,1.2237,0.4868,A+,41.8,WIN,10,10.75,-4.25,3
2026-03-03,15:41:24,804,long,6830.25,A,2.101,0.699,34.3552,219.7,7548,3,1.0227,-1.0,A,35.5,LOSS,-8,0.0,-10.5,3
2026-03-03,15:50:00,808,long,6824.75,B,0.3362,6.9581,320.2279,3.84,1231,3,0.8627,-1.0,B,27.0,LOSS,-8,0.0,-9.5,2
2026-03-03,15:55:22,816,long,6825.75,A,5.5976,1.4091,88.4283,228.11,20171,2,0.5455,-1.0,A+,37.5,LOSS,-8,2.0,-8.25,2
2026-03-03,15:55:22,816,long,6825.75,C,5.5976,1.4091,88.4283,228.11,20171,2,0.5455,-1.0,A+,37.5,LOSS,-8,2.0,-8.25,2
2026-03-03,15:59:57,818,long,6822.75,B,7.9278,5.6126,367.1183,90.91,33376,3,0.8065,-1.0,A+,43.8,LOSS,-8,0.0,-9.75,2
2026-03-04,09:30:00,363,short,6841.5,B,1.2167,22.3437,706.0819,4.12,2910,4,1.6026,1.0,A,33.2,LOSS,-8,0.5,-8.75,2
2026-03-04,09:30:05,364,short,6846.0,A,1.8377,4.6341,308.0347,14.76,4546,4,1.3194,0.9861,A,33.2,LOSS,-8,0.75,-8.5,2
2026-03-04,09:30:05,364,short,6846.0,C,1.8377,4.6341,308.0347,14.76,4546,4,1.3194,0.9861,A,33.2,LOSS,-8,0.75,-8.5,2
2026-03-04,09:32:41,373,long,6850.0,A,1.4947,0.8243,115.5283,35.8,4136,2,0.739,-0.7566,B,20.8,LOSS,-8,2.0,-8.25,4
2026-03-04,09:35:18,377,long,6841.75,B,0.4539,7.026,1115.0748,1.31,1466,2,0.7159,-0.9842,B,20.8,LOSS,-8,3.75,-8.25,3
2026-03-04,09:40:07,390,long,6832.5,B,0.2554,2.0314,339.3854,2.09,708,1,0.3195,-0.6021,C,14.5,LOSS,-8,1.0,-9.75,4
2026-03-04,09:40:13,392,long,6830.25,A,1.904,0.5253,92.6627,54.12,5015,1,0.2547,-0.8183,C,14.5,LOSS,-8,0.0,-8.5,5
2026-03-04,09:42:09,395,short,6828.5,A,1.8092,0.3007,52.0713,86.96,4528,3,1.1495,0.6749,B,27.0,WIN,10,10.75,0.0,4
2026-03-04,09:49:08,411,short,6840.0,B,0.5052,11.5406,1002.0,1.0,1002,1,0.386,1.0,C,14.5,WIN,10,13.5,0.0,3
2026-03-04,09:50:10,415,long,6829.75,A,1.9016,0.4403,57.2385,57.57,3295,1,0.3832,-0.4651,C,14.5,WIN,10,10.0,-3.25,4
2026-03-04,09:53:06,419,short,6834.75,A,2.0198,0.3579,44.8625,76.28,3422,1,0.2013,0.1849,B,23.0,LOSS,-8,5.0,-9.0,7
2026-03-04,10:00:00,426,short,6843.75,B,0.3531,5.7158,673.2141,1.01,678,2,0.5714,1.0,B,20.8,WIN,10,12.75,-5.5,13
