date,time_et,bar_idx,direction,entry_price,scenario,vol_ratio_raw,vol_ratio_rate,vol_per_sec,duration_sec,volume,div_raw,div_gap,cvd_norm,grade_estimate,score_estimate,outcome,pnl,mfe,mae,bars_held
2026-03-04,10:00:35,434,short,6842.5,A,3.8366,0.491,69.196,95.42,6603,2,0.6429,1.0,A+,37.5,WIN,10,11.5,-4.75,5
2026-03-04,10:07:57,448,short,6851.75,A,1.7731,0.6052,59.4295,45.45,2701,1,0.2098,0.9157,C,14.5,LOSS,-8,4.5,-8.5,4
2026-03-04,10:11:19,450,long,6852.25,A,1.4027,0.9741,77.7695,37.51,2917,3,1.1372,-0.6872,B,27.0,WIN,10,13.75,-1.5,7
2026-03-04,10:20:52,459,short,6875.0,A,2.0685,1.5823,106.0348,64.89,6881,1,0.268,1.0,B,23.0,LOSS,-8,1.75,-8.75,3
2026-03-04,10:20:52,459,short,6875.0,B,2.0685,1.5823,106.0348,64.89,6881,1,0.268,1.0,B,23.0,LOSS,-8,1.75,-8.75,3
2026-03-04,10:20:52,459,short,6875.0,C,2.0685,1.5823,106.0348,64.89,6881,1,0.268,1.0,B,23.0,LOSS,-8,1.75,-8.75,3
2026-03-04,11:22:31,497,short,6869.25,A,1.6357,0.8965,53.7655,162.26,8724,4,1.2364,0.5263,A,33.2,LOSS,-8,0.25,-8.0,3
2026-03-04,11:37:57,505,short,6871.5,B,0.2404,2.0255,109.0165,11.94,1302,1,0.2883,0.7147,C,14.5,LOSS,-8,0.5,-11.0,4
2026-03-04,11:41:59,510,short,6886.5,A,2.1247,0.8501,44.0082,228.5,10056,2,0.5,1.0,A,29.2,WIN,10,11.5,-0.5,11
2026-03-04,11:52:51,514,long,6881.0,A,1.5392,0.5967,28.3252,251.22,7116,3,0.9101,-0.2851,B,27.0,LOSS,-8,5.5,-9.25,8
2026-03-04,12:58:57,532,long,6883.25,A,1.6327,0.7881,27.1446,317.41,8616,4,1.3307,-0.5839,A,33.2,WIN,10,10.75,-6.75,13
2026-03-04,15:10:19,547,long,6881.5,A,1.8874,1.133,28.6488,583.9,16728,1,0.2568,-0.5968,C,14.5,LOSS,-8,7.5,-8.0,12
2026-03-04,15:20:03,548,long,6878.5,B,0.4381,1.5078,38.1641,108.3,4133,1,0.277,-0.8093,C,14.5,WIN,10,10.5,-1.25,4
2026-03-04,15:57:06,558,long,6875.75,A,1.5643,0.9616,121.8969,149.69,18247,2,0.5896,-0.967,B,20.8,LOSS,-8,2.75,-8.0,3
2026-03-04,15:59:36,559,long,6873.5,B,2.8843,10.5023,1383.989,25.02,34632,2,0.4677,-1.0,A,29.2,WIN,10,12.25,-7.5,17
2026-03-04,15:59:36,559,long,6873.5,C,2.8843,10.5023,1383.989,25.02,34632,2,0.4677,-1.0,A,29.2,WIN,10,12.25,-7.5,17
2026-03-05,09:30:32,231,long,6841.0,A,1.5951,5.9032,114.3753,36.87,4217,1,0.312,-0.3359,C,14.5,WIN,10,12.25,-1.0,2
2026-03-05,09:30:32,231,long,6841.0,B,1.5951,5.9032,114.3753,36.87,4217,1,0.312,-0.3359,C,14.5,WIN,10,12.25,-1.0,2
2026-03-05,09:30:32,231,long,6841.0,C,1.5951,5.9032,114.3753,36.87,4217,1,0.312,-0.3359,C,14.5,WIN,10,12.25,-1.0,2
2026-03-05,09:31:42,233,short,6853.25,B,1.2757,5.3693,135.7791,25.7,3490,1,0.2837,0.998,C,14.5,LOSS,-8,1.25,-8.5,3
2026-03-05,09:38:54,243,short,6857.0,B,0.7422,1.5814,109.4606,25.73,2816,1,0.3046,0.6194,C,14.5,WIN,10,10.25,-2.0,10
2026-03-05,09:51:58,268,short,6855.5,A,1.6288,0.7771,67.5813,64.94,4389,1,0.2585,0.4893,C,14.5,LOSS,-8,3.5,-9.75,4
2026-03-05,10:13:39,290,short,6860.75,A,1.4145,0.7013,55.8597,104.94,5862,1,0.308,0.9801,C,14.5,WIN,10,10.75,-3.0,4
2026-03-05,10:24:02,301,long,6833.0,A,1.4782,1.7861,128.7594,37.97,4889,1,0.2105,-1.0,C,14.5,LOSS,-8,3.25,-8.5,5
2026-03-05,10:24:02,301,long,6833.0,B,1.4782,1.7861,128.7594,37.97,4889,1,0.2105,-1.0,C,14.5,LOSS,-8,3.25,-8.5,5
2026-03-05,10:24:02,301,long,6833.0,C,1.4782,1.7861,128.7594,37.97,4889,1,0.2105,-1.0,C,14.5,LOSS,-8,3.25,-8.5,5
2026-03-05,10:32:13,311,short,6819.25,B,0.7235,1.8193,168.799,17.84,3011,4,1.4126,0.6398,A,33.2,LOSS,-8,2.25,-8.75,4
2026-03-05,10:33:12,313,short,6819.75,A,2.8599,0.8076,81.8447,151.31,12384,4,1.2815,0.9277,A+,41.8,LOSS,-8,0.25,-8.25,2
2026-03-05,10:43:19,324,short,6835.25,A,1.4339,0.5904,57.521,105.7,6080,1,0.3119,0.7767,C,14.5,LOSS,-8,2.5,-10.0,8
2026-03-05,10:57:11,338,short,6841.0,A,1.4185,0.6513,42.0016,113.5,4767,2,0.4126,0.6195,B,20.8,WIN,10,11.0,-4.25,5
2026-03-05,11:16:48,356,short,6811.0,A,1.5027,0.9319,66.7573,92.02,6143,3,1.1417,0.7031,B,27.0,LOSS,-8,0.0,-8.5,2
2026-03-05,11:18:20,357,short,6816.0,B,0.6378,1.4855,107.2572,25.26,2709,3,1.1228,1.0,B,27.0,LOSS,-8,4.0,-8.5,5
2026-03-05,11:25:23,366,short,6823.0,A,1.9815,0.473,42.7463,179.01,7652,2,0.6642,0.9442,B,20.8,LOSS,-8,7.25,-8.0,11
2026-03-05,11:51:10,390,short,6828.75,A,1.7079,0.74,32.1094,123.11,3953,2,0.7091,1.0,B,20.8,LOSS,-8,2.75,-9.75,5
2026-03-05,12:03:49,396,short,6843.25,B,1.1682,1.5354,58.7693,55.59,3267,1,0.3462,1.0,C,14.5,WIN,10,10.25,-2.5,3
2026-03-05,12:26:37,415,long,6812.5,B,0.448,1.4721,189.5514,8.82,1672,1,0.2423,-0.9607,C,14.5,LOSS,-8,5.25,-8.25,6
2026-03-05,12:29:00,419,long,6813.5,A,1.5279,0.9722,149.6466,33.35,4990,2,0.5595,-0.75,B,20.8,LOSS,-8,0.5,-9.25,2
2026-03-05,12:37:54,430,short,6802.5,A,1.4996,0.8501,143.7873,40.22,5783,2,0.6904,0.8809,B,20.8,WIN,10,10.5,-3.0,4
2026-03-05,12:56:57,447,long,6789.25,A,2.9904,0.417,60.0282,211.73,12710,1,0.3452,-0.4361,B,23.0,WIN,10,11.25,-4.25,8
2026-03-05,13:15:46,461,long,6795.0,A,1.6965,0.7199,43.9529,164.56,7233,2,0.7288,-0.4019,B,20.8,LOSS,-8,0.0,-9.25,2
2026-03-05,13:33:44,479,short,6788.0,A,1.4261,0.8446,42.949,100.68,4324,3,0.8571,1.0,B,27.0,LOSS,-8,4.75,-12.75,5
2026-03-05,13:59:00,499,short,6789.75,A,1.7417,0.9402,40.2535,119.69,4818,3,1.0996,0.986,B,27.0,LOSS,-8,3.5,-9.5,11
2026-03-05,14:20:02,510,short,6794.25,B,0.8289,1.5456,58.0327,50.66,2940,2,0.5052,0.8929,B,20.8,WIN,10,10.5,-2.25,5
2026-03-05,14:30:06,518,long,6780.5,B,0.8543,1.8521,72.8266,39.6,2884,1,0.2651,-0.9985,C,14.5,WIN,10,11.25,-3.5,7
2026-03-05,14:30:45,519,long,6778.25,A,1.6224,1.4871,60.2999,93.52,5639,1,0.2182,-0.9443,C,14.5,WIN,10,11.75,-1.25,5
2026-03-05,14:30:45,519,long,6778.25,C,1.6224,1.4871,60.2999,93.52,5639,1,0.2182,-0.9443,C,14.5,WIN,10,11.75,-1.25,5
2026-03-05,14:56:42,534,long,6788.75,A,3.5259,0.7516,33.9783,397.67,13512,2,0.5444,-0.3906,A+,37.5,WIN,10,11.5,-4.0,6
2026-03-05,15:04:26,536,long,6789.75,B,0.3895,5.144,224.747,7.7,1730,1,0.295,-0.7132,C,14.5,WIN,10,10.5,-0.25,4
2026-03-05,15:14:47,556,long,6808.0,A,1.5836,0.2874,71.11,70.07,4983,3,0.9568,-0.2645,B,27.0,WIN,10,11.0,-3.0,6
2026-03-05,15:39:30,574,long,6818.25,A,2.4181,0.7524,45.419,247.87,11258,3,0.9669,-0.665,A,35.5,WIN,10,10.25,-2.75,5
2026-03-05,15:50:02,581,short,6828.5,B,0.8236,3.3277,469.5592,8.62,4046,1,0.2223,0.6112,C,14.5,LOSS,-8,4.0,-10.5,6
2026-03-05,15:50:10,582,short,6825.75,A,1.7323,0.7014,113.6606,75.78,8613,1,0.3988,0.8155,C,14.5,LOSS,-8,1.25,-8.25,2
2026-03-05,15:57:12,587,long,6834.0,A,4.5466,0.7582,127.0446,183.05,23256,4,1.34,-0.6626,A+,50.0,LOSS,-8,3.25,-11.25,9
2026-03-05,16:00:15,588,short,6837.25,C,5.381,25.4651,4326.792,7.64,33078,1,0.2128,0.5404,A,31.2,WIN,10,10.25,0.0,5
2026-03-06,09:30:00,267,short,6754.5,A,2.5655,10.7531,379.2332,19.95,7567,2,0.5345,1.0,A,29.2,WIN,10,12.25,-4.75,5
2026-03-06,09:30:00,267,short,6754.5,B,2.5655,10.7531,379.2332,19.95,7567,2,0.5345,1.0,A,29.2,WIN,10,12.25,-4.75,5
2026-03-06,09:30:00,267,short,6754.5,C,2.5655,10.7531,379.2332,19.95,7567,2,0.5345,1.0,A,29.2,WIN,10,12.25,-4.75,5
2026-03-06,09:32:00,275,long,6743.5,A,2.1933,1.8179,214.9089,38.28,8226,1,0.309,-0.8392,B,23.0,LOSS,-8,5.75,-8.5,9
2026-03-06,09:32:00,275,long,6743.5,B,2.1933,1.8179,214.9089,38.28,8226,1,0.309,-0.8392,B,23.0,LOSS,-8,5.75,-8.5,9
2026-03-06,09:32:00,275,long,6743.5,C,2.1933,1.8179,214.9089,38.28,8226,1,0.309,-0.8392,B,23.0,LOSS,-8,5.75,-8.5,9
2026-03-06,09:33:47,282,short,6743.5,A,2.5039,0.7399,122.093,69.95,8540,2,0.6038,0.3247,A,29.2,WIN,10,12.0,-0.75,3
2026-03-06,09:34:57,283,short,6739.25,B,0.4172,1.6421,278.7142,5.53,1540,3,0.8342,0.904,B,27.0,WIN,10,12.25,-0.75,3
2026-03-06,09:42:21,309,short,6730.5,B,0.4892,1.4024,170.7695,6.13,1046,4,1.2328,0.6874,A,33.2,LOSS,-8,2.75,-9.25,4
2026-03-06,09:45:34,324,short,6727.5,A,2.562,0.6159,78.1554,51.26,4006,2,0.6125,0.5725,A,29.2,LOSS,-8,9.75,-8.75,13
2026-03-06,09:51:03,336,short,6733.75,B,0.3955,1.4694,164.2717,5.38,884,1,0.3922,1.0,C,14.5,WIN,10,11.75,-6.0,10
2026-03-06,09:51:16,338,short,6739.5,A,1.7424,1.0203,117.3786,33.41,3922,2,0.4412,1.0,B,20.8,WIN,10,13.0,-0.25,3
2026-03-06,09:58:53,350,short,6720.75,A,1.4677,1.3379,134.9175,29.15,3933,4,1.4941,0.8673,A,33.2,LOSS,-8,0.5,-8.25,2
2026-03-06,10:00:04,354,short,6735.0,B,0.2399,2.3234,245.6292,2.63,645,2,0.5844,1.0,B,20.8,LOSS,-8,1.0,-8.5,2
2026-03-06,10:01:27,362,short,6744.5,A,1.4648,0.7786,104.1549,35.88,3737,2,0.4933,1.0,B,20.8,WIN,10,10.0,-5.25,11
2026-03-06,10:09:20,383,long,6726.25,A,3.9868,0.834,69.3687,94.91,6584,1,0.3376,-0.923,A,31.2,WIN,10,11.75,-0.25,3
2026-03-06,10:15:25,393,short,6753.0,A,1.528,1.0247,82.1694,40.85,3357,1,0.2174,1.0,C,14.5,LOSS,-8,8.75,-9.0,8
2026-03-06,10:23:02,401,short,6757.0,B,1.8374,1.4616,112.2869,48.5,5446,1,0.3575,0.8645,C,14.5,LOSS,-8,3.25,-8.5,10
2026-03-06,10:23:02,401,short,6757.0,C,1.8374,1.4616,112.2869,48.5,5446,1,0.3575,0.8645,C,14.5,LOSS,-8,3.25,-8.5,10
2026-03-06,10:33:07,415,short,6767.5,A,1.6741,0.6852,51.1676,110.28,5643,1,0.3927,0.9336,C,14.5,LOSS,-8,0.5,-10.5,3
2026-03-06,10:44:02,425,long,6762.75,A,1.6661,0.889,72.7352,91.14,6629,1,0.3234,-0.7319,C,14.5,LOSS,-8,1.0,-8.0,3
2026-03-06,10:54:58,435,short,6756.5,B,0.24,1.4796,112.414,9.96,1120,2,0.7019,0.4519,B,20.8,LOSS,-8,0.25,-8.75,2
2026-03-06,10:59:33,444,short,6770.5,A,1.4268,0.7742,69.8505,73.9,5162,2,0.4478,1.0,B,20.8,LOSS,-8,1.5,-8.25,4
2026-03-06,11:21:29,463,short,6754.75,A,1.433,0.9396,56.3071,91.69,5163,2,0.4159,0.1786,B,20.8,LOSS,-8,1.75,-10.5,3
2026-03-06,11:24:35,465,long,6762.25,B,0.2541,2.2842,135.5622,7.04,955,2,0.44,-0.8794,B,20.8,LOSS,-8,3.0,-9.5,10
