id,trade_date,setup_name,direction,grade,score,ts_et,spot,charm_limit_entry,abs_es_price,lis,target,max_plus_gex,max_minus_gex,gap_to_lis,paradigm,vix,overvix,greek_alignment,spot_vol_beta,outcome_result,outcome_pnl,outcome_max_profit,outcome_max_loss,outcome_elapsed_min,outcome_first_event,outcome_target_level,outcome_stop_level,bofa_stop_level,bofa_target_level,abs_vol_ratio,vanna_all,vanna_weekly,vanna_monthly,comments
272,2026-02-26,DD Exhaustion,short,A-Entry,40.0,2026-02-26 12:25:12.232522,6879.32,,,,,,,,SIDIAL-EXTREME,19.77,,0,1.01,LOSS,-1.0,15.16,-12.43,72,stop,,6891.32,,,,272118105.22,114430413.08,238308891.49,
275,2026-02-26,ES Absorption,bearish,A,58.2,2026-02-26 13:10:12.807132,6864.16,,6879.25,6876.0,6853.0,6960.0,6875.0,11.84,AG-PURE,20.19,,-3,1.3,LOSS,-12.0,8.5,-6.75,1,stop,6869.25,6891.25,,,1.6,375917731.79,-7153508.31,325654227.89,
281,2026-02-26,DD Exhaustion,short,A,74.0,2026-02-26 13:58:00.373865,6891.58,,,,,,,,BOFA-PURE,19.25,,0,0.6,LOSS,-12.0,1.84,-12.08,17,stop,,6903.58,,,,287173780.79,234739648.9,537966711.49,
282,2026-02-26,DD Exhaustion,short,A+,80.0,2026-02-26 14:10:55.804988,6903.18,,,,,,,,BofA-LIS,18.91,,0,0.51,EXPIRED,-3.55,3.37,-9.34,114,timeout,,6915.18,,,,258697095.81,345374154.63,624195149.15,
284,2026-02-26,ES Absorption,bearish,B,44.7,2026-02-26 14:47:18.665806,6909.35,,6920.5,6898.0,,6950.0,6900.0,4.35,BOFA-LIS,18.68,,-1,0.25,LOSS,-12.0,0.0,44.25,5,10pt,6910.5,6932.5,,,3.0,124100239.51,426099727.84,673073703.58,
286,2026-02-26,DD Exhaustion,short,A,68.0,2026-02-26 14:59:12.777692,6907.36,,,,,,,,SIDIAL-EXTREME,18.71,,2,0.17,EXPIRED,0.63,4.88,-4.12,65,timeout,,6919.36,,,,-2867141.6,403068748.64,622268442.48,
287,2026-02-26,DD Exhaustion,short,A+,90.0,2026-02-26 15:01:46.535017,6905.52,,,,,,,,AG-LIS,18.73,,0,0.21,EXPIRED,-1.21,3.04,-5.96,63,timeout,,6917.52,,,,15612302.91,373625169.72,625430535.93,
289,2026-02-26,DD Exhaustion,short,A+,75.0,2026-02-26 15:26:50.042660,6905.93,,,,,,,,BOFA-PURE,18.75,,0,0.25,EXPIRED,-0.8,3.45,-4.07,38,timeout,,6917.93,,,,127943430.84,301729308.53,621066406.21,
295,2026-02-27,BofA Scalp,short,A,80.0,2026-02-27 10:09:47.441587,6864.45,,,6869.0,6854.45,,,4.55,BofA-LIS,20.47,,-2,1.56,WIN,10.0,11.21,-6.14,8,10pt,6854.45,6881.0,6881.0,6854.45,,124383962.74,-128679075.12,286810207.54,
299,2026-02-27,ES Absorption,bearish,B,36.4,2026-02-27 10:45:39.000685,6872.89,,6875.0,6854.0,,6900.0,6850.0,8.89,BOFA-LIS,20.07,,-3,1.1,LOSS,-12.0,7.5,13.25,49,stop,6865.0,6887.0,,,1.9,320124818.43,-88060050.95,526771280.06,"Pattern: Zone Buy Absorption (T1) | Zone: 6875.00 → bar #244 (22 bars) | CVD: +6,650 → +7,808 (z=3.31) | Resolution: single_direction | 0 bull / 2 bear divs | DD: $-1,431,144,679 | Lookback: zone-revisit"
301,2026-02-27,ES Absorption,bearish,C,22.1,2026-02-27 11:06:18.735685,6871.99,,6874.0,6860.0,,6900.0,6850.0,28.99,BOFA-LIS,20.02,,-3,1.05,LOSS,-12.0,6.5,12.0,13,stop,6864.0,6886.0,,,1.4,324202449.82,-63735317.25,628512102.68,"Pattern: Buy Absorption (T1) | Swings: H@6875.00 → H@6873.25 | CVD z: 0.70 | Price: 0.5x ATR | Resolution: single_direction | 0 bull / 1 bear divs | DD: $-1,960,440,972 | Lookback: swing (56 tracked)"
304,2026-02-27,ES Absorption,bearish,C,27.6,2026-02-27 11:17:18.551911,6869.71,,6882.5,6864.0,,6900.0,6850.0,5.71,BOFA-MESSY,19.97,,-3,0.84,WIN,8.4,11.75,5.75,31,10pt,6872.5,6894.5,,,1.4,308459389.43,-57500600.42,646737148.24,"Pattern: Buy Absorption (T1) | Swings: H@6884.75 → H@6884.50 | CVD z: 0.97 | Price: 0.1x ATR | Resolution: single_direction | 0 bull / 2 bear divs | DD: $-1,828,559,199 | Lookback: swing (59 tracked)"
306,2026-02-27,ES Absorption,bearish,C,32.2,2026-02-27 11:48:59.393462,6863.48,,6874.0,6837.0,,6900.0,6850.0,19.48,BOFA-MESSY,20.16,,-3,0.94,LOSS,-12.0,3.25,14.25,21,stop,6864.0,6886.0,,,1.5,348100086.32,-121414847.6,585899317.64,"Pattern: Zone Buy Absorption (T1) | Zone: 6873.25 → bar #271 (12 bars) | CVD: +8,810 → +10,193 (z=4.21) | Resolution: single_direction | 0 bull / 4 bear divs | DD: $-1,402,006,289 | Lookback: zone-revisit"
309,2026-02-27,ES Absorption,bearish,C,22.8,2026-02-27 12:30:21.035845,6856.37,,6875.0,6875.0,6878.0,6900.0,6850.0,20.37,GEX-LIS,20.47,,-3,1.2,WIN,9.8,17.0,1.5,1,10pt,6865.0,6887.0,,,1.5,443698191.17,-129258258.22,580560382.42,"Pattern: Buy Absorption (T1) | Swings: H@6886.00 → H@6885.25 | CVD z: 1.00 | Price: 0.2x ATR | Resolution: single_direction | 0 bull / 2 bear divs | DD: $-1,174,464,024 | Lookback: swing (68 tracked)"
310,2026-02-27,ES Absorption,bearish,C,23.1,2026-02-27 12:53:07.221671,6853.05,,6876.5,6834.0,,6900.0,6850.0,21.05,BOFA-LIS,20.65,,-3,1.26,WIN,9.7,16.75,0.25,4,target,,6869.25,,,2.0,467108837.51,-119521935.22,569315566.37,"Pattern: Zone Buy Absorption (T1) | Zone: 6871.50 → bar #296 (12 bars) | CVD: +10,598 → +11,298 (z=1.67) | Resolution: single_direction | 0 bull / 3 bear divs | DD: $-791,138,828 | Lookback: zone-revisit"
316,2026-02-27,BofA Scalp,short,A-Entry,60.0,2026-02-27 14:50:32.961463,6848.29,,,6853.0,6838.29,,,4.71,BOFA-PURE,20.93,,-2,1.51,LOSS,-16.7,1.33,-16.79,23,stop,6838.29,6865.0,6865.0,6838.29,,479841073.0,-103950804.0,528251753.8,
321,2026-03-02,ES Absorption,bearish,B,40.9,2026-03-02 10:02:09.615416,6844.57,,6861.0,6805.0,,6900.0,6800.0,39.57,SIDIAL-MESSY,21.71,,-3,1.81,LOSS,-12.0,1.25,-12.75,6,stop,,6873.0,,,1.5,820672959.19,35295272.89,1843264213.98,"Pattern: Buy Absorption (T1) | Swings: H@6849.00 → H@6842.25 | CVD z: 2.02 | Price: 1.7x ATR | Rejected: Sell Absorption (T1, score=57.0) | Resolution: score_tiebreak | 2 bull / 1 bear divs | DD: $342,099,496 | Lookback: swing (80 tracked)"
324,2026-03-02,DD Exhaustion,short,A-Entry,39.0,2026-03-02 10:04:15.427731,6858.78,,,,,,,,SIDIAL-MESSY,21.48,,0,1.81,LOSS,-1.0,17.15,-12.82,67,stop,,6870.78,,,,894295882.36,13553195.02,1798002600.86,
326,2026-03-02,ES Absorption,bearish,B,41.3,2026-03-02 10:29:17.075623,6849.73,,6856.75,6797.0,6869.0,6900.0,6800.0,52.73,GEX-TARGET,21.77,,-1,1.56,LOSS,-12.0,8.5,-15.75,18,stop,,6868.75,,,2.1,1964019257.01,106475218.4,1976168339.38,"Pattern: Zone Buy Absorption (T1) | Zone: 6859.00 → bar #403 (7 bars) | CVD: +13,434 → +14,208 (z=1.75) | Rejected: Sell Absorption (T1, score=12.5) | Resolution: score_tiebreak | 1 bull / 1 bear divs | DD: $619,613,226 | Lookback: zone-revisit"
328,2026-03-02,DD Exhaustion,short,A,66.0,2026-03-02 10:41:45.452555,6854.67,,,,,,,,GEX-PURE,21.7,,0,1.68,LOSS,-12.0,6.64,-13.22,27,stop,,6866.67,,,,1976926636.04,20921058.51,1849473261.38,
329,2026-03-02,ES Absorption,bearish,B,53.2,2026-03-02 10:47:24.611026,6860.91,,6866.75,6796.0,6858.0,6900.0,6800.0,64.91,GEX-PURE,21.52,,-1,1.68,WIN,8.3,11.25,5.75,25,stop,,6878.75,,,2.4,1917222902.11,34890082.35,1901168190.32,"Pattern: Zone Buy Absorption (T1) | Zone: 6860.00 → bar #417 (15 bars) | CVD: +13,951 → +14,270 (z=1.21) | Rejected: Sell Absorption (T1, score=36.8) | Resolution: score_tiebreak | 1 bull / 1 bear divs | DD: $-106,253,410 | Lookback: zone-revisit"
333,2026-03-02,ES Absorption,bearish,C,32.6,2026-03-02 11:04:32.194603,6856.53,,6867.75,6854.0,6877.0,6900.0,6850.0,2.53,GEX-PURE,21.52,,-1,1.55,LOSS,-12.0,0.0,-13.0,7,stop,,6879.75,,,1.4,1890836293.28,29827448.72,1904273812.36,"Pattern: Buy Absorption (T1) | Swings: H@6872.50 → H@6869.25 | CVD z: 0.53 | Price: 1.0x ATR | Resolution: single_direction | 0 bull / 1 bear divs | DD: $-145,257,853 | Lookback: swing (96 tracked)"
335,2026-03-02,DD Exhaustion,short,A-Entry,48.0,2026-03-02 11:26:47.647960,6855.6,,,,,,,,GEX-PURE,21.57,,0,1.44,LOSS,-1.0,10.27,-12.45,13,stop,,6867.6,,,,1871434244.57,68306690.21,1988585741.91,
337,2026-03-02,Skew Charm,short,B,63.0,2026-03-02 11:37:43.776226,6860.68,,,,6850.68,,,,GEX-LIS,21.47,,0,1.82,LOSS,-20.0,0.0,-20.97,8,stop,6850.68,6880.68,,,,1998459959.81,10672221.51,1863213355.22,
339,2026-03-02,Skew Charm,short,A,78.0,2026-03-02 12:07:43.832686,6877.26,,,,6867.26,,,,GEX-PURE,21.01,,0,1.28,LOSS,-20.0,7.76,-20.61,144,stop,6867.26,6897.26,,,,1706013301.92,137641515.34,2051835061.95,
341,2026-03-02,DD Exhaustion,short,A,67.0,2026-03-02 12:10:48.448556,6874.47,,,,,,,,GEX-PURE,21.14,,0,1.22,LOSS,-12.0,0.76,-12.23,10,stop,,6886.47,,,,1705659431.09,134779856.36,2047576754.46,
338,2026-03-02,ES Absorption,bearish,B,43.2,2026-03-02 12:31:24.687367,6880.88,,6885.25,6853.0,6904.0,6900.0,6850.0,22.88,GEX-PURE,20.91,,-1,1.13,LOSS,-12.0,3.75,12.5,76,target,,6882.25,,,1.9,1697294160.76,191523570.07,2141002130.67,"Pattern: Buy Exhaustion (T2) | Swings: H@6880.75 → H@6894.50 | CVD z: 3.98 | Price: 3.7x ATR | Resolution: single_direction | 0 bull / 1 bear divs | DD: $2,446,923,493 | Lookback: swing (99 tracked)"
342,2026-03-02,DD Exhaustion,short,A,74.0,2026-03-02 12:43:14.966490,6883.14,,,,,,,,GEX-PURE,20.93,,0,1.36,LOSS,-1.0,15.52,-12.92,98,stop,,6895.14,,,,1688338196.99,130339626.95,2068372083.32,
343,2026-03-02,Skew Charm,short,A,73.0,2026-03-02 12:45:15.056682,6882.39,,,,6872.39,,,,GEX-PURE,20.95,,0,1.36,WIN,8.7,12.89,-5.84,87,target,6872.39,6877.5,,,,1688338196.99,130339626.95,2068372083.32,
345,2026-03-02,Skew Charm,short,A,73.0,2026-03-02 13:15:44.785499,6884.73,,,,6874.73,,,,GEX-PURE,20.85,,0,1.21,WIN,9.3,15.23,0.0,56,target,6874.73,6877.5,,,,1708906869.63,205920365.25,2189101226.44,
347,2026-03-02,DD Exhaustion,short,A,67.0,2026-03-02 13:29:44.461040,6882.74,,,,,,,,GEX-PURE,21.05,,0,1.38,LOSS,-1.0,15.12,-13.32,52,stop,,6894.74,,,,1705460503.94,165387976.88,2131482695.32,
344,2026-03-02,ES Absorption,bearish,B,48.2,2026-03-02 13:35:19.876135,6880.48,,6894.25,6863.0,6911.0,6900.0,6850.0,8.48,GEX-PURE,21.1,,-1,1.38,WIN,10.1,18.25,4.5,12,target,,6882.25,,,1.7,1697037339.55,159091129.76,2121698638.43,"Pattern: Buy Exhaustion (T2) | Swings: H@6880.75 → H@6894.50 | CVD z: 4.34 | Price: 3.7x ATR | Rejected: Sell Absorption (T1, score=63.8) | Resolution: tier_priority | 1 bull / 1 bear divs | DD: $2,524,704,172 | Lookback: swing (102 tracked)"
349,2026-03-02,ES Absorption,bearish,B,51.8,2026-03-02 14:04:46.318018,6870.79,,6877.5,6778.0,6885.0,6900.0,6850.0,96.79,GEX-LIS,21.35,,-3,1.61,LOSS,-12.0,1.0,-15.75,10,stop,,6893.0,,,1.4,1750435912.19,1014680.15,1958504786.63,"Pattern: Buy Exhaustion (T2) | Swings: H@6880.75 → H@6894.50 | CVD z: 3.19 | Price: 4.0x ATR | Rejected: Sell Absorption (T1, score=46.9) | Resolution: tier_priority | 1 bull / 1 bear divs | DD: $-1,592,223,010 | Lookback: swing (104 tracked)"
351,2026-03-02,DD Exhaustion,short,A+,87.0,2026-03-02 14:13:15.797207,6883.14,,,,,,,,GEX-LIS,20.94,,0,1.33,LOSS,-12.0,0.16,-12.92,8,stop,,6895.14,,,,1697093350.25,115400236.81,2088434499.99,
352,2026-03-02,Skew Charm,short,C,38.0,2026-03-02 14:14:45.003742,6884.28,,,,6874.28,,,,GEX-LIS,20.93,,0,1.33,WIN,10.2,18.79,-16.21,63,target,6874.28,6873.49,,,,1697093350.25,115400236.81,2088434499.99,
355,2026-03-02,DD Exhaustion,short,A+,95.0,2026-03-02 14:45:45.062509,6896.22,,,,,,,,BOFA-PURE,20.51,,0,0.96,WIN,17.9,30.78,-3.5,30,target,,6870.44,,,,1675679009.25,377402038.32,2370641466.24,
356,2026-03-02,Skew Charm,short,C,41.0,2026-03-02 14:46:45.023876,6897.01,,,,6887.01,,,,BOFA-PURE,20.47,,0,0.96,WIN,13.4,31.52,-2.71,31,target,6887.01,6873.49,,,,1675679009.25,377402038.32,2370641466.24,
357,2026-03-02,Paradigm Reversal,short,A-Entry,53.8,2026-03-02 14:52:16.088209,6898.9,,,6895.0,,,,3.9,BOFA-PURE,20.44,,0,0.95,WIN,10.0,10.7,-0.99,15,10pt,6888.9,6913.9,,,,1669963526.57,396247700.41,2386712353.32,
362,2026-03-02,ES Absorption,bearish,B,43.2,2026-03-02 15:28:26.403463,6869.81,,6880.5,6765.0,6877.0,6900.0,6875.0,110.81,GEX-LIS,21.59,,-3,1.62,LOSS,-12.0,3.25,-16.75,26,stop,6870.5,6892.5,,,2.3,1715290192.67,-5099040.32,1990679874.87,"Pattern: Buy Exhaustion (T2) | Swings: H@6883.75 → H@6890.25 | CVD z: 2.20 | Price: 2.1x ATR | Rejected: Sell Absorption (T1, score=50.0) | Resolution: tier_priority | 1 bull / 1 bear divs | DD: $-436,654,054 | Lookback: swing (112 tracked)"
364,2026-03-02,ES Absorption,bearish,A,70.0,2026-03-02 15:50:03.142157,6878.49,,6885.5,6758.0,6878.0,6885.0,6875.0,2.49,GEX-LIS,21.39,,-3,1.71,EXPIRED,-7.2,0.75,-9.0,7,timeout,,6898.25,,,2.6,1693457875.06,95832956.51,2086294192.96,"Pattern: Buy Exhaustion (T2) | Swings: H@6883.75 → H@6890.25 | CVD z: 1.78 | Price: 1.8x ATR | Rejected: Sell Absorption (T1, score=50.0) | Resolution: tier_priority | 1 bull / 1 bear divs | DD: $1,739,334,255 | Lookback: swing (116 tracked)"
366,2026-03-02,ES Absorption,bearish,B,46.0,2026-03-02 15:59:34.157781,6884.43,,6891.0,6874.0,,6900.0,6875.0,7.43,BOFA-PURE,21.12,,-3,1.54,EXPIRED,0.8,2.0,-1.25,0,timeout,,6900.75,,,1.6,1681558366.97,151101196.68,2185456345.95,"Pattern: Buy Exhaustion (T2) | Swings: H@6885.00 → H@6888.75 | CVD z: 3.35 | Price: 1.2x ATR | Rejected: Sell Absorption (T1, score=88.8) | Resolution: tier_priority | 2 bull / 3 bear divs | DD: $-1,286,164,562 | Lookback: swing (119 tracked)"
368,2026-03-03,AG Short,short,A-Entry,70.0,2026-03-03 09:54:10.810302,6748.21,,,6768.0,6695.0,6655.0,6700.0,19.79,AG-PURE,26.16,,-1,3.74,WIN,7.5,14.49,-3.53,6,target,,6748.21,,,,2829259913.51,-232741176.92,1066687282.31,
371,2026-03-03,ES Absorption,bearish,B,53.2,2026-03-03 10:05:24.404413,6736.88,,6741.5,6771.0,6704.0,6655.0,6700.0,34.12,AG-PURE,26.62,,-1,3.77,LOSS,-12.0,3.0,-13.5,1,stop,,6753.5,,,1.4,2835828069.77,-222086383.8,1117073632.57,"Pattern: Buy Absorption (T1) | Swings: H@6770.75 → H@6762.00 | CVD z: 4.05 | Price: 2.5x ATR | Resolution: single_direction | 0 bull / 2 bear divs | DD: $-1,498,718,332 | Lookback: swing (95 tracked)"
374,2026-03-03,AG Short,short,A,75.0,2026-03-03 10:16:10.823266,6738.53,,,6747.0,6715.0,6835.0,6700.0,8.47,AG-PURE,26.43,,-3,3.79,WIN,15.2,25.38,4.08,7,target,,6718.1499,,,,2811856181.1,-216913593.79,1127080905.44,
379,2026-03-03,ES Absorption,bearish,A+,76.7,2026-03-03 10:34:04.402340,6723.87,,6729.75,6716.0,6585.0,6630.0,6700.0,7.87,AG-PURE,27.32,,-1,5.1,LOSS,-12.0,0.25,-15.25,3,stop,,6741.75,,,2.4,3095672002.47,-160138101.36,1003027817.52,"Pattern: Zone Buy Absorption (T1) | Zone: 6726.25 → bar #486 (5 bars) | CVD: +4,507 → +5,328 (z=2.99) | Resolution: single_direction | 0 bull / 1 bear divs | DD: $-95,180,624 | Lookback: zone-revisit"
380,2026-03-03,ES Absorption,bearish,B,51.9,2026-03-03 10:45:01.914766,6725.45,,6746.5,6742.0,6722.0,6835.0,6700.0,8.55,AG-PURE,27.26,,-3,4.18,WIN,8.3,11.25,-7.25,5,target,,6733.75,,,1.4,2933307525.44,-191007125.72,1168726589.47,"Pattern: Zone Buy Absorption (T1) | Zone: 6740.00 → bar #501 (7 bars) | CVD: +6,597 → +6,997 (z=2.09) | Resolution: single_direction | 0 bull / 1 bear divs | DD: $-699,199,990 | Lookback: zone-revisit"
383,2026-03-03,AG Short,short,A,80.0,2026-03-03 10:48:42.117593,6727.21,,,6730.0,6592.0,6630.0,6700.0,2.79,AG-PURE,27.25,,-1,4.35,LOSS,-7.8,9.12,-8.05,11,stop,,6735.0,,,,3022334915.21,-176744782.09,1114077226.48,
386,2026-03-03,ES Absorption,bearish,A+,81.8,2026-03-03 11:00:34.037436,6733.28,,6745.0,6729.0,6586.0,6830.0,6700.0,4.28,AG-TARGET,26.9,,-3,4.51,LOSS,-12.0,5.25,-13.25,4,stop,,6757.0,,,2.5,3025986849.89,-169344196.17,1113928500.73,"Pattern: Zone Buy Absorption (T1) | Zone: 6740.00 → bar #547 (39 bars) | CVD: +7,069 → +9,335 (z=10.42) | Rejected: Sell Absorption (T1, score=62.1) | Resolution: score_tiebreak | 2 bull / 1 bear divs | DD: $147,887,421 | Lookback: zone-revisit"
389,2026-03-03,ES Absorption,bearish,C,24.1,2026-03-03 11:17:26.058870,6769.75,,6766.75,6721.0,,6860.0,6800.0,21.75,BOFA-LIS,25.31,,-3,3.24,WIN,8.2,11.0,-10.25,26,target,,6783.75,,,1.5,2830451319.56,-171766355.65,1390096970.02,"Pattern: Zone Buy Absorption (T1) | Zone: 6765.75 → bar #562 (189 bars) | CVD: +380 → +11,629 (z=42.28) | Rejected: Sell Absorption (T1, score=50.0) | Resolution: score_tiebreak | 1 bull / 1 bear divs | DD: $-749,109,092 | Lookback: zone-revisit"
395,2026-03-03,ES Absorption,bearish,C,33.9,2026-03-03 11:49:16.227158,6792.13,,6802.75,6743.0,,6885.0,6800.0,52.13,BOFA-LIS,24.12,,-3,2.36,LOSS,-12.0,8.75,-12.0,36,stop,,6808.0,,,2.3,4255053980.43,-218090536.11,1561247588.87,"Pattern: Buy Absorption (T1) | Swings: H@6788.75 → H@6785.75 | CVD z: 2.22 | Price: 0.9x ATR | Resolution: single_direction | 0 bull / 3 bear divs | DD: $-2,524,266,000 | Lookback: swing (141 tracked)"
396,2026-03-03,ES Absorption,bearish,C,28.6,2026-03-03 11:58:56.909052,6793.35,,6803.25,6738.0,,6885.0,6800.0,57.35,BOFA-LIS,24.11,,-3,1.95,WIN,8.2,10.75,-3.0,11,target,,6796.75,,,2.3,4185929509.77,-212574331.47,1645171989.54,"Pattern: Buy Absorption (T1) | Swings: H@6788.75 → H@6785.75 | CVD z: 1.70 | Price: 0.9x ATR | Resolution: single_direction | 0 bull / 2 bear divs | DD: $-3,424,207,263 | Lookback: swing (144 tracked)"
398,2026-03-03,ES Absorption,bearish,C,29.8,2026-03-03 12:04:15.720742,6786.53,,6796.5,6740.0,,6885.0,6800.0,46.53,BOFA-LIS,24.52,,-3,2.05,WIN,8.1,10.25,-11.5,31,target,,6794.25,,,1.9,4156199706.23,-222084066.25,1568111578.9,"Pattern: Buy Exhaustion (T2) | Swings: H@6785.75 → H@6788.75 | CVD z: 1.35 | Price: 0.9x ATR | Resolution: single_direction | 0 bull / 1 bear divs | DD: $-3,377,584,962 | Lookback: swing (146 tracked)"
406,2026-03-03,BofA Scalp,short,A,85.0,2026-03-03 13:08:42.617995,6802.22,,,6801.0,6792.22,,,1.22,BofA-LIS,23.74,,-2,1.81,LOSS,-10.8,9.27,-11.38,13,stop,6792.22,6813.0,6813.0,6792.22,,4146455849.33,-213685713.87,1661201471.4,
409,2026-03-03,ES Absorption,bearish,B,53.2,2026-03-03 13:53:55.839642,6829.88,,6839.5,6815.0,,6900.0,6800.0,4.88,SIDIAL-EXTREME,22.69,,-3,1.0,WIN,8.5,12.0,-1.25,15,target,,6833.75,,,1.6,3983813906.58,-179509669.48,1821709822.06,"Pattern: Buy Exhaustion (T2) | Swings: H@6812.25 → H@6827.75 | CVD z: 2.25 | Price: 4.6x ATR | Rejected: Sell Absorption (T1, score=84.6) | Resolution: tier_priority | 1 bull / 1 bear divs | DD: $-706,047,843 | Lookback: swing (163 tracked)"
417,2026-03-03,DD Exhaustion,short,A,65.0,2026-03-03 14:47:10.681610,6837.36,,,,,,,,BOFA-PURE,22.22,,0,0.63,WIN,12.7,20.4,-1.59,33,target,,6821.96,,,,4051065794.06,-107823266.32,2009072146.33,
418,2026-03-03,Skew Charm,short,C,48.0,2026-03-03 14:49:40.762134,6833.88,,,,6823.88,,,,BOFA-PURE,22.4,,0,0.63,WIN,6.92,24.26,-2.18,46,target,6823.88,6826.96,,,,4024207436.5,-34543083.86,2112143841.77,
422,2026-03-03,ES Absorption,bearish,C,30.6,2026-03-03 15:10:50.946462,6829.75,,6840.0,6812.0,,6905.0,6800.0,17.75,BOFA-PURE,22.58,,-3,0.9,WIN,8.8,13.0,-0.5,6,target,,6835.0,,,1.7,4049064389.84,-133649315.61,1992728530.05,"Pattern: Buy Exhaustion (T2) | Swings: H@6844.25 → H@6849.75 | CVD z: 1.11 | Price: 1.7x ATR | Rejected: Sell Exhaustion (T2, score=27.3) | Resolution: score_tiebreak | 1 bull / 1 bear divs | DD: $1,412,884,530 | Lookback: swing (181 tracked)"
426,2026-03-03,Skew Charm,short,C,45.0,2026-03-03 15:44:40.814308,6819.16,,,,6809.16,,,,BOFA-PURE,23.21,,0,1.22,EXPIRED,4.23,9.54,-2.58,,timeout,6809.16,6839.16,,,,4118128416.58,-148317242.02,1943793085.6,
425,2026-03-03,ES Absorption,bearish,B,53.2,2026-03-03 15:47:13.510447,6819.03,,6831.5,6812.0,,6905.0,6800.0,1.03,BOFA-PURE,23.24,,-1,1.4,WIN,8.2,11.0,-3.5,5,target,,6823.25,,,2.5,4123708709.08,-136110411.82,1978764829.01,"Pattern: Buy Exhaustion (T2) | Swings: H@6833.50 → H@6836.50 | CVD z: 2.57 | Price: 0.9x ATR | Rejected: Sell Exhaustion (T2, score=23.4) | Resolution: score_tiebreak | 1 bull / 3 bear divs | DD: $1,069,343,503 | Lookback: swing (186 tracked)"
427,2026-03-03,ES Absorption,bearish,B,53.2,2026-03-03 15:55:22.790288,6816.18,,6815.75,6816.0,,6830.0,6800.0,0.18,BOFA-PURE,23.49,,-3,1.4,EXPIRED,0.0,0.0,-2.75,1,timeout,,6833.5,,,1.8,4173072685.51,-133437385.09,1960709597.01,"Pattern: Buy Exhaustion (T2) | Swings: H@6833.50 → H@6838.50 | CVD z: 6.79 | Price: 1.4x ATR | Rejected: Sell Exhaustion (T2, score=50.7) | Resolution: score_tiebreak | 1 bull / 2 bear divs | DD: $394,121,439 | Lookback: swing (188 tracked)"
432,2026-03-04,ES Absorption,bearish,B,39.6,2026-03-04 10:04:27.929708,6825.96,,6842.5,6814.0,,6900.0,6800.0,11.96,SIDIAL-MESSY,22.58,,-2,,LOSS,-12.0,0.75,-12.25,3,stop,,6848.0,,,7.6,4225700829.17,-27429133.64,2174928364.43,"Pattern: Buy Absorption (T1) | Swings: H@6840.00 → H@6839.75 | CVD z: 1.73 | Price: 0.1x ATR | Resolution: single_direction | 0 bull / 1 bear divs | DD: $-4,259,478,030 | Lookback: swing (97 tracked)"
433,2026-03-04,ES Absorption,bearish,A,60.0,2026-03-04 10:11:19.093139,6846.29,,6847.75,6796.0,,6900.0,6800.0,44.29,SIDIAL-MESSY,21.64,,-2,,LOSS,-12.0,2.75,-17.0,8,stop,,6863.0,,,2.2,4217392640.23,-49549675.62,2157407564.31,"Pattern: Buy Absorption (T1) | Swings: H@6849.25 → H@6843.25 | CVD z: 0.96 | Price: 1.7x ATR | Resolution: single_direction | 0 bull / 2 bear divs | DD: $-3,986,666,895 | Lookback: swing (101 tracked)"
436,2026-03-04,ES Absorption,bearish,C,24.4,2026-03-04 10:20:52.289184,6859.0,,6866.0,6792.0,,6900.0,6800.0,67.0,SIDIAL-MESSY,20.93,,-2,,LOSS,-12.0,0.5,-14.5,6,stop,,6882.5,,,1.7,4071854204.91,-44170077.69,2330015437.22,"Pattern: Buy Absorption (T1) | Swings: H@6849.25 → H@6843.25 | CVD z: 0.52 | Price: 1.8x ATR | Resolution: single_direction | 0 bull / 2 bear divs | DD: $-1,435,577,334 | Lookback: swing (103 tracked)"
437,2026-03-04,DD Exhaustion,short,A-Entry,51.0,2026-03-04 10:22:59.907448,6865.89,,,,,,,,SIDIAL-MESSY,20.75,,-1,-2.24,WIN,-1.0,11.26,-13.47,39,target,,6877.89,,,,4000743882.22,-13111548.32,2453194203.5,
438,2026-03-04,Skew Charm,short,A+,93.0,2026-03-04 10:24:30.041900,6865.91,,,,6855.91,,,,SIDIAL-MESSY,20.78,,-1,-2.24,WIN,6.6,11.28,-11.32,26,target,,6862.63,,,,4000743882.22,-13111548.32,2453194203.5,
442,2026-03-04,Skew Charm,short,A+,93.0,2026-03-04 10:57:29.782832,6869.02,,,,6859.02,,,,SIDIAL-MESSY,20.78,,-1,-2.29,WIN,6.6,11.17,-11.36,30,target,,6865.85,,,,3939302741.56,-14247306.21,2420392250.61,
443,2026-03-04,DD Exhaustion,short,A-Entry,46.0,2026-03-04 10:59:59.888720,6872.96,,,,,,,,SIDIAL-MESSY,20.61,,-1,-2.29,WIN,-1.0,14.57,-12.13,231,target,,6884.96,,,,3856616242.03,10315562.3,2472938551.06,
444,2026-03-04,ES Absorption,bearish,B,48.6,2026-03-04 11:00:16.660309,6872.96,,6883.5,6861.0,,6900.0,6800.0,11.96,SIDIAL-MESSY,20.61,,-2,,WIN,6.5,11.0,-6.25,11,target,,6880.5,,,2.2,3856616242.03,10315562.3,2472938551.06,"Pattern: Zone Buy Absorption (T1) | Zone: 6875.50 → bar #482 (17 bars) | CVD: +12,030 → +12,781 (z=2.02) | Resolution: single_direction | 0 bull / 1 bear divs | DD: $961,477,534 | Lookback: zone-revisit"
